,Price,Demand,Demand_pump_storage,Imported_IT,Imported_CH,Imported_DE,Imported_BE,Imported_ES,Imported_GB,Exported_IT,Exported_CH,Exported_DE,Exported_BE,Exported_ES,Exported_GB,Wind Onshore,Fossil Gas,Other,Solar,Biomass,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Hydro Water Reservoir,Hydro Run-of-river and poundage,Hydro Pumped Storage,Fossil Oil,Other renewable,Fossil Coal-derived gas,Geothermal,Waste,Fossil Peat,Marine,Fossil Oil shale,Wind Offshore,Balance,Residual_Demand,hour
1,46.27,60301.0,1536.0,256.0,233.0,625.12,324.29,0.0,0.0,0.0,0.0,0.0,0.0,2406.7,1567.0,1637.0,2526.0,0,0.0,352.0,55113.0,0,0.0,740.0,3344.0,0.0,215.0,0,0,0,252.0,0,0,0,0,-193.2899999999936,55068.0,1
2,39.78,58540.0,2372.0,505.0,280.0,405.63,189.97,0.0,0.0,0.0,0.0,18.43,0.0,2408.34,1517.0,1567.0,2425.0,0,0.0,352.0,54780.0,0,0.0,463.0,3202.0,0.0,214.0,0,0,0,253.0,0,0,0,0,-219.16999999999825,53518.0,2
3,27.87,55144.0,2667.0,167.0,0.0,364.85,7.93,0.0,0.0,0.0,115.0,189.14,0.0,2393.2,1518.0,1556.0,2435.0,0,0.0,351.0,53162.0,0,0.0,145.0,3086.0,0.0,215.0,0,0,0,254.0,0,0,0,0,-282.5599999999977,50248.0,3
4,23.21,52978.0,2885.0,298.0,56.0,776.86,291.37,0.0,0.0,0.0,0.0,70.54,0.0,2433.79,1413.0,1595.0,2440.0,0,0.0,353.0,50137.0,0,0.0,97.0,3009.0,0.0,215.0,0,0,0,255.0,0,0,0,0,-257.09999999999854,48119.0,4
5,22.64,52584.0,3043.0,338.0,15.0,1095.22,874.71,0.0,0.0,0.0,0.0,6.62,0.0,2428.93,967.0,1719.0,2434.0,0,0.0,353.0,48465.0,0,0.0,119.0,2881.0,0.0,215.0,0,0,0,254.0,0,0,0,0,-266.6200000000026,47730.0,5
6,20.9,52881.0,2956.0,88.0,0.0,1192.21,1004.97,0.0,0.0,0.0,71.0,0.05,0.0,2420.09,565.0,1794.0,2436.0,0,0.0,352.0,48269.0,0,0.0,159.0,2856.0,0.0,215.0,0,0,0,253.0,0,0,0,0,-273.9599999999991,47978.0,6
7,26.54,53173.0,2818.0,0.0,0.0,1295.87,1334.14,0.0,0.0,183.0,11.0,0.22,0.0,2521.95,519.0,1780.0,2771.0,0,0.0,353.0,47783.0,0,0.029411764705882353,103.0,3093.0,0.0,213.0,0,0,0,251.0,0,0,0,0,-249.1305882352899,48049.0,7
8,25.0,52929.0,2775.0,0.0,0.0,1311.93,1490.95,0.0,0.0,520.0,57.0,3.33,0.0,2416.16,1657.0,1730.0,2820.0,0,132.0,352.0,48379.0,0,0.058823529411764705,240.0,3247.0,0.0,214.0,0,0,0,251.0,0,0,0,0,-189.55117647058796,47569.0,8
9,25.0,53830.0,2688.0,0.0,0.0,1041.24,1170.09,0.0,0.0,898.0,461.0,122.35,0.0,2421.68,1660.0,1670.0,2825.0,0,503.0,353.0,49885.0,0,0.08823529411764705,541.0,3369.0,0.0,215.0,0,0,0,252.0,0,0,0,0,-256.61176470588543,48036.0,9
10,34.64,55677.0,2645.0,0.0,0.0,1038.83,1041.77,0.0,0.0,780.0,164.0,0.35,0.0,2417.3,1763.0,1589.0,2825.0,0,1067.0,352.0,50895.0,0,0.11764705882352941,568.0,3467.0,0.0,215.0,0,0,0,252.0,0,0,0,0,-135.93235294117767,49302.0,10
11,41.03,57722.0,2506.0,0.0,0.0,1088.53,1194.23,0.0,0.0,609.0,48.0,0.0,0.0,2399.66,1864.0,1602.0,2843.0,0,1456.0,352.0,51689.0,0,0.14705882352941177,932.0,3429.0,0.0,216.0,0,0,0,250.0,0,0,0,0,-96.7529411764699,50985.0,11
12,48.97,60387.0,1448.0,0.0,60.0,1178.96,1089.64,0.0,0.0,510.0,0.0,0.0,0.0,2338.5,2013.0,1725.0,2830.0,0,1628.0,353.0,52526.0,0,0.1764705882352941,1393.0,3409.0,0.0,216.0,0,0,0,251.0,0,0,0,0,-36.72352941177087,53374.0,12
13,41.06,60029.0,1685.0,0.0,276.0,1402.29,892.43,0.0,0.0,184.0,0.0,0.0,0.0,2435.2,2013.0,1971.0,2807.0,0,1747.0,352.0,52413.0,0,0.20588235294117646,835.0,3223.0,0.0,215.0,0,0,0,250.0,0,0,0,0,37.72588235294097,52838.0,13
14,37.95,57977.0,2573.0,0.0,0.0,1199.26,663.81,0.0,0.0,747.0,143.0,0.0,0.0,2365.0,2013.0,2096.0,2824.0,0,1474.0,353.0,52719.0,0,0.23529411764705882,820.0,3132.0,0.0,216.0,0,0,0,250.0,0,0,0,0,-70.69470588235708,51025.0,14
15,33.42,56719.0,2632.0,0.0,0.0,1192.45,557.33,0.0,0.0,888.0,207.0,0.0,0.0,2388.27,2013.0,2108.0,2838.0,0,904.0,352.0,52859.0,0,0.2647058823529412,386.0,3113.0,0.0,215.0,0,0,0,251.0,0,0,0,0,-71.22529411765572,50343.0,15
16,39.8,56642.0,2758.0,0.0,0.0,1148.67,644.02,0.0,0.0,870.0,179.0,0.03,0.0,2406.56,2014.0,2104.0,2821.0,0,324.0,352.0,53311.0,0,0.29411764705882354,541.0,3081.0,0.0,215.0,0,0,0,252.0,0,0,0,0,-75.60588235294563,50881.0,16
17,44.29,59439.0,1457.0,0.0,51.0,839.38,279.05,0.0,0.0,984.0,0.0,0.01,0.0,1823.51,2014.0,2185.0,2750.0,0,107.0,352.0,54453.0,0,0.3235294117647059,688.0,3468.0,0.0,215.0,0,0,0,251.0,0,0,0,0,-78.76647058823437,53428.0,17
18,62.65,62690.0,0.0,0.0,0.0,568.92,219.87,0.0,0.0,1218.0,147.0,35.15,0.0,2673.27,2015.0,2444.0,3101.0,0,0.0,353.0,55312.0,0,0.3529411764705882,1251.0,4287.0,614.0,215.0,0,0,0,252.0,0,0,0,0,-160.27705882352893,55707.0,18
19,65.56,63741.0,0.0,0.0,75.0,574.52,328.69,0.0,0.0,1099.0,0.0,10.86,0.0,3160.59,2014.0,2596.0,3209.0,0,0.0,352.0,55600.0,0,0.38235294117647056,1273.0,4475.0,936.0,215.0,0,0,0,250.0,0,0,0,0,-140.85764705881593,56420.0,19
20,61.27,62360.0,277.0,0.0,0.0,651.24,553.52,0.0,0.0,1042.0,26.0,23.99,0.0,3372.17,2013.0,2772.0,3111.0,0,0.0,352.0,55649.0,0,0.4117647058823529,1278.0,4122.0,0.0,215.0,0,0,0,249.0,0,0,0,0,-160.9882352941204,55217.0,20
21,57.41,60160.0,1766.0,0.0,0.0,415.4,155.81,0.0,0.0,1128.0,287.0,154.58,0.0,2447.37,2014.0,3018.0,2898.0,0,0.0,350.0,55435.0,0,0.4411764705882353,1215.0,3762.0,0.0,215.0,0,0,0,248.0,0,0,0,0,-244.2988235294033,53132.0,21
22,58.65,60983.0,1077.0,0.0,0.0,421.96,22.56,0.0,0.0,1012.0,185.0,182.0,0.0,2409.46,1884.0,3014.0,3164.0,0,0.0,351.0,55303.0,0,0.47058823529411764,1246.0,3511.0,0.0,216.0,0,0,0,250.0,0,0,0,0,-232.46941176471591,54208.0,22
23,54.91,61763.0,1071.0,0.0,0.0,455.26,49.7,0.0,0.0,605.0,214.0,228.67,0.0,2419.1,649.0,3011.0,3167.0,0,0.0,351.0,55107.0,0,0.5,820.0,3227.0,0.0,215.0,0,0,0,251.0,0,0,0,0,-295.3100000000122,55274.0,23
24,53.11,59306.0,2411.0,0.0,0.0,447.94,549.3,0.0,0.0,674.0,457.0,337.74,0.0,2339.63,1501.0,3356.0,3177.0,0,0.0,351.0,54788.0,0,0.5294117647058824,650.0,2871.0,0.0,217.0,0,0,0,253.0,0,0,0,0,-365.6005882352765,52826.0,24
25,45.87,56993.0,2901.0,0.0,0.0,385.5,740.89,0.0,0.0,904.0,681.0,367.25,0.0,2314.28,1912.0,3417.0,2886.0,0,0.0,351.0,54287.0,0,0.5588235294117647,538.0,2588.0,0.0,218.0,0,0,0,254.0,0,0,0,0,-406.5811764705868,50734.0,25
26,39.15,55713.0,2717.0,0.0,0.0,493.7,492.83,0.0,0.0,1094.0,844.0,424.99,0.0,2448.96,1912.0,3359.0,2887.0,0,0.0,351.0,53570.0,0,0.5882352941176471,597.0,2469.0,0.0,218.0,0,0,0,253.0,0,0,0,0,-462.8317647058793,49632.0,26
27,25.84,53472.0,2947.0,0.0,0.0,639.76,573.14,0.0,0.0,1234.0,1032.0,481.39,0.0,2457.94,1911.0,3281.0,2843.0,0,0.0,351.0,51857.0,0,0.6176470588235294,576.0,2473.0,0.0,218.0,0,0,0,251.0,0,0,0,0,-471.81235294117505,47467.0,27
28,28.36,53103.0,3022.0,0.0,0.0,632.93,552.52,0.0,0.0,1241.0,961.0,451.4,0.0,2407.21,1910.0,3147.0,2903.0,0,0.0,352.0,51689.0,0,0.6470588235294118,425.0,2475.0,0.0,218.0,0,0,0,247.0,0,0,0,0,-453.51294117647194,47234.0,28
29,30.72,55361.0,2609.0,0.0,0.0,348.6,699.54,0.0,0.0,1428.0,847.0,379.91,0.0,2436.27,1911.0,3146.0,3205.0,0,0.0,351.0,53302.0,0,0.6764705882352942,542.0,2501.0,0.0,218.0,0,0,0,248.0,0,0,0,0,-410.363529411763,49466.0,29
30,51.1,59308.0,1553.0,0.0,0.0,87.77,637.35,0.0,0.0,1798.0,950.0,356.98,0.0,1576.29,2012.0,3072.0,4068.0,0,0.0,352.0,54784.0,0,0.7058823529411764,918.0,2771.0,0.0,218.0,0,0,0,247.0,0,0,0,0,-398.44411764707183,53218.0,30
31,58.37,63485.0,630.0,0.0,0.0,17.45,398.91,0.0,0.0,1508.0,436.0,169.73,0.0,1719.02,1921.0,3138.0,5430.0,0,0.0,352.0,55513.0,0,0.7352941176470588,1005.0,3246.0,0.0,217.0,0,0,0,246.0,0,0,0,0,-304.65470588234894,56855.0,31
32,56.82,66769.0,465.0,0.0,0.0,3.64,59.36,0.0,0.0,1350.0,23.0,159.64,0.0,2735.61,24.0,3179.0,6582.0,0,141.0,351.0,55883.0,0,0.7647058823529411,966.0,3745.0,0.0,218.0,0,0,0,246.0,0,0,0,0,-151.48529411765048,59458.0,32
33,57.44,68375.0,0.0,0.0,96.0,203.69,460.93,0.0,0.0,1442.0,0.0,0.0,0.0,3169.79,1603.0,3069.0,7188.0,0,582.0,351.0,56021.0,0,0.7941176470588235,1473.0,4148.0,442.0,218.0,0,0,0,246.0,0,0,0,0,-90.37588235293515,60330.0,33
34,61.09,69164.0,0.0,0.0,3.0,188.21,464.68,0.0,0.0,1613.0,0.0,0.0,0.0,3163.0,2007.0,2922.0,7447.0,0,1432.0,351.0,56033.0,0,0.8235294117647058,1617.0,4365.0,570.0,218.0,0,0,0,246.0,0,0,0,0,-89.28647058823844,60199.0,34
35,63.63,69929.0,0.0,0.0,0.0,168.03,569.73,0.0,0.0,1626.0,137.0,1.94,0.0,2763.47,1887.0,2772.0,7424.0,0,2304.0,352.0,56058.0,0,0.8529411764705882,1467.0,4193.0,454.0,218.0,0,0,0,244.0,0,0,0,0,-119.797058823533,60416.0,35
36,62.8,71349.0,0.0,0.0,0.0,204.76,681.74,0.0,0.0,1230.0,50.0,0.0,0.0,2454.8,2002.0,2979.0,7380.0,0,2788.0,352.0,56039.0,0,0.8823529411764706,1469.0,4007.0,649.0,218.0,0,0,0,246.0,0,0,0,0,-71.41764705882815,61329.0,36
37,58.65,70323.0,0.0,0.0,0.0,155.33,672.9,0.0,0.0,1373.0,67.0,0.0,0.0,2899.8,2013.0,3161.0,7441.0,0,2746.0,352.0,55962.0,0,0.9117647058823529,1240.0,3801.0,603.0,218.0,0,0,0,249.0,0,0,0,0,-73.65823529411864,60366.0,37
38,55.64,68572.0,0.0,0.0,0.0,20.64,355.71,0.0,0.0,1626.0,228.0,99.47,0.0,3332.32,2012.0,3383.0,7544.0,0,2325.0,352.0,55971.0,0,0.9411764705882353,1174.0,3713.0,455.0,218.0,0,0,0,253.0,0,0,0,0,-104.49882352941495,58898.0,38
39,56.72,66816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1749.0,415.0,388.86,114.42,2743.37,2013.0,3427.0,7483.0,0,1504.0,352.0,55893.0,0,0.9705882352941176,1056.0,3728.0,135.0,218.0,0,0,0,257.0,0,0,0,0,-185.6794117646932,57900.0,39
40,62.19,66648.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1756.0,452.0,440.85,86.79,2310.84,2013.0,3380.0,7472.0,0,552.0,352.0,55834.0,0,1.0,1284.0,4138.0,33.0,218.0,0,0,0,257.0,0,0,0,0,-186.42999999999302,58321.0,40
41,67.1,69886.0,0.0,0.0,0.0,38.41,0.0,0.0,0.0,1789.0,93.0,429.99,420.84,225.79,2013.0,3147.0,7481.0,0,119.0,352.0,55816.0,0,2.0,1928.0,4708.0,683.0,218.0,0,0,0,257.0,0,0,0,0,-108.20999999999185,61655.0,41
42,69.3,73776.0,0.0,0.0,608.0,448.62,373.33,0.0,0.0,1486.0,0.0,0.0,0.0,605.96,2013.0,3263.0,7550.0,0,0.0,351.0,55971.0,0,2.0,2245.0,5012.0,1551.0,218.0,0,0,0,257.0,0,0,0,0,-31.00999999999476,65244.0,42
43,69.25,74391.0,0.0,0.0,879.0,782.42,822.56,0.0,0.0,1317.0,0.0,0.0,0.0,1550.95,2013.0,3353.0,7614.0,0,0.0,350.0,56006.0,0,2.0,2012.0,5147.0,1852.0,218.0,0,0,0,258.0,0,0,0,0,24.029999999998836,65633.0,43
44,63.43,71105.0,0.0,0.0,438.0,712.8,1083.37,0.0,0.0,1374.0,0.0,0.0,0.0,3368.88,2013.0,3252.0,7501.0,0,0.0,344.0,55966.0,0,2.0,1776.0,4842.0,1413.0,217.0,0,0,0,259.0,0,0,0,0,-54.70999999999185,62752.0,44
45,55.64,68056.0,0.0,0.0,0.0,361.48,513.2,0.0,0.0,1441.0,100.0,3.35,0.0,3379.7,2013.0,3198.0,7395.0,0,0.0,351.0,55980.0,0,2.0,1524.0,4568.0,452.0,218.0,0,0,0,257.0,0,0,0,0,-173.3700000000099,60033.0,45
46,55.97,68727.0,0.0,0.0,166.0,771.87,848.96,0.0,0.0,1016.0,0.0,0.0,0.0,3331.41,2013.0,3073.0,7071.0,0,0.0,351.0,55787.0,0,2.0,1112.0,4281.0,1059.0,218.0,0,0,0,257.0,0,0,0,0,-89.58000000000175,61116.0,46
47,54.31,69839.0,0.0,0.0,403.0,862.88,851.43,0.0,0.0,741.0,0.0,0.0,0.0,2363.18,1936.0,3077.0,7236.0,0,0.0,351.0,55826.0,0,2.0,1096.0,3994.0,622.0,217.0,0,0,0,260.0,0,0,0,0,-80.86999999999534,62508.0,47
48,47.03,67684.0,575.0,0.0,489.0,1037.93,664.9,0.0,0.0,413.0,0.0,0.0,0.0,2375.93,2013.0,3043.0,6673.0,0,0.0,351.0,55663.0,0,46.0,1022.0,3483.0,0.0,218.0,0,0,0,260.0,0,0,0,0,-110.09999999999127,60898.0,48
49,45.93,65391.0,1765.0,12.0,600.0,1231.65,365.76,0.0,0.0,0.0,0.0,0.0,0.0,2375.14,2012.0,2952.0,6016.0,0,0.0,351.0,55467.0,0,46.0,841.0,3100.0,0.0,217.0,0,0,0,259.0,0,0,0,0,-84.72999999999593,59080.0,49
50,45.91,64179.0,2249.0,226.0,624.0,1088.43,145.65,0.0,0.0,0.0,0.0,0.0,0.0,2378.81,2013.0,2875.0,5986.0,0,0.0,351.0,55489.0,0,46.0,449.0,2939.0,0.0,218.0,0,0,0,259.0,0,0,0,0,-123.72999999999593,58106.0,50
51,44.0,61822.0,2722.0,90.0,265.0,590.99,0.0,0.0,0.0,0.0,0.0,0.0,228.12,2405.98,2013.0,2803.0,5672.0,0,0.0,351.0,55561.0,0,46.0,386.0,2774.0,0.0,218.0,0,0,0,260.0,0,0,0,0,-174.11000000001513,55985.0,51
52,43.88,61255.0,2755.0,0.0,348.0,503.27,0.0,0.0,0.0,10.0,0.0,0.0,353.87,2412.99,2013.0,2763.0,5584.0,0,0.0,351.0,55473.0,0,46.0,342.0,2735.0,0.0,218.0,0,0,0,259.0,0,0,0,0,-177.59000000001106,55498.0,52
53,45.92,63822.0,1907.0,0.0,390.0,1127.9,178.89,0.0,0.0,81.0,0.0,0.0,0.0,2379.25,2012.0,2650.0,5815.0,0,0.0,351.0,55755.0,0,46.0,530.0,2749.0,0.0,217.0,0,0,0,255.0,0,0,0,0,-136.45999999999185,58168.0,53
54,54.69,68352.0,0.0,0.0,273.0,1118.48,638.75,0.0,0.0,825.0,0.0,0.0,0.0,1543.67,2012.0,2541.0,7172.0,0,0.0,351.0,55737.0,0,46.0,1077.0,3059.0,89.0,217.0,0,0,0,253.0,0,0,0,0,-160.43999999998778,62499.0,54
55,66.58,72742.0,0.0,0.0,639.0,896.2,752.29,0.0,0.0,825.0,0.0,0.0,0.0,30.53,1062.0,2513.0,7242.0,0,0.0,351.0,55863.0,0,46.0,1819.0,3601.0,361.0,217.0,0,0,0,255.0,0,0,0,0,-104.04000000000815,66373.0,55
56,68.03,75911.0,0.0,0.0,1059.0,1766.56,1328.43,467.71,0.0,699.0,0.0,0.0,0.0,0.0,1778.0,2511.0,7307.0,0,146.0,353.0,56015.0,0,46.0,1923.0,4174.0,1001.0,217.0,0,0,0,256.0,0,0,0,0,182.6999999999971,68824.0,56
57,69.12,76845.0,0.0,0.0,1042.0,1394.05,1059.12,1639.33,0.0,973.0,0.0,0.0,0.0,0.0,2012.0,2381.0,7293.0,0,796.0,353.0,56174.0,0,44.0,2239.0,4481.0,652.0,217.0,0,0,0,259.0,0,0,0,0,193.5,68928.0,57
58,69.19,76941.0,0.0,0.0,1113.0,1296.63,813.61,1109.42,0.0,1057.0,0.0,0.0,0.0,0.0,2012.0,2043.0,7262.0,0,2087.0,352.0,56186.0,0,44.0,2201.0,4648.0,593.0,217.0,0,0,0,255.0,0,0,0,0,210.6600000000035,67908.0,58
59,68.01,76824.0,0.0,0.0,1253.0,1667.18,945.44,0.0,0.0,803.0,0.0,0.0,0.0,276.87,2012.0,1739.0,7268.0,0,3141.0,351.0,56172.0,0,44.0,1877.0,4493.0,799.0,217.0,0,0,0,254.0,0,0,0,0,304.75,67197.0,59
60,67.2,76666.0,0.0,0.0,1020.0,1301.53,1381.87,0.0,0.0,526.0,0.0,0.0,0.0,771.97,2013.0,1756.0,7228.0,0,3655.0,349.0,56135.0,0,45.0,1616.0,4432.0,805.0,217.0,0,0,0,257.0,0,0,0,0,221.42999999999302,66566.0,60
61,66.7,74618.0,0.0,0.0,984.0,1226.77,696.27,0.0,0.0,424.0,0.0,0.0,0.0,1748.66,2013.0,2077.0,7164.0,0,3641.0,350.0,56120.0,0,44.0,1379.0,4279.0,569.0,218.0,0,0,0,258.0,0,0,0,0,202.3799999999901,64363.0,61
62,67.0,72433.0,0.0,0.0,254.0,442.35,130.9,0.0,0.0,1138.0,0.0,0.0,0.0,874.44,2013.0,2444.0,7147.0,0,3088.0,351.0,56087.0,0,44.0,1440.0,4224.0,383.0,218.0,0,0,0,258.0,0,0,0,0,52.80999999999767,62419.0,62
63,68.01,70453.0,0.0,0.0,0.0,14.34,0.0,0.0,0.0,1569.0,137.0,106.73,438.79,281.3,2013.0,2536.0,7324.0,0,1959.0,350.0,56066.0,0,43.0,1537.0,4160.0,438.0,218.0,0,0,0,257.0,0,0,0,0,-96.48000000001048,61541.0,63
64,68.99,70357.0,0.0,0.0,0.0,30.25,0.0,1247.61,0.0,1763.0,175.0,233.72,937.93,0.0,2013.0,2554.0,7293.0,0,674.0,351.0,56040.0,0,43.0,1897.0,4167.0,625.0,217.0,0,0,0,258.0,0,0,0,0,-82.7899999999936,62704.0,64
65,71.15,74180.0,0.0,0.0,811.0,363.79,0.0,1989.09,0.0,1538.0,0.0,145.21,901.88,0.0,2014.0,2661.0,7245.0,0,120.0,351.0,55882.0,0,40.0,2330.0,4784.0,1861.0,217.0,0,0,0,258.0,0,0,0,0,133.79000000000815,66357.0,65
66,73.43,78349.0,0.0,0.0,1470.0,1139.34,409.17,1794.78,0.0,1114.0,0.0,0.0,0.0,0.0,2013.0,2872.0,7191.0,0,0.0,351.0,55949.0,0,36.0,2441.0,5415.0,2062.0,217.0,0,0,0,258.0,0,0,0,0,129.2899999999936,69804.0,66
67,70.55,78676.0,0.0,0.0,1205.0,1528.67,1090.55,340.95,0.0,985.0,0.0,0.0,0.0,0.0,2013.0,2935.0,7233.0,0,0.0,351.0,56045.0,0,36.0,2921.0,5468.0,2157.0,217.0,0,0,0,259.0,0,0,0,0,113.16999999999825,70014.0,67
68,68.38,75424.0,0.0,0.0,1281.0,2150.14,1895.32,0.0,0.0,605.0,0.0,0.0,0.0,2896.36,2013.0,2966.0,7199.0,0,0.0,351.0,56044.0,0,35.0,2299.0,4917.0,1462.0,217.0,0,0,0,259.0,0,0,0,0,137.09999999999127,67282.0,68
69,61.72,72057.0,0.0,0.0,682.0,1910.6,2057.46,0.0,0.0,866.0,0.0,0.0,0.0,3383.41,2013.0,2958.0,7259.0,0,0.0,351.0,55999.0,0,37.0,1671.0,4475.0,478.0,217.0,0,0,0,260.0,0,0,0,0,35.64999999999418,64364.0,69
70,59.84,72536.0,0.0,0.0,875.0,2178.44,1857.5,0.0,0.0,595.0,0.0,0.0,0.0,3301.37,2013.0,2961.0,7273.0,0,0.0,351.0,55985.0,0,38.0,1123.0,4194.0,1206.0,217.0,0,0,0,260.0,0,0,0,0,73.57000000000698,65121.0,70
71,58.65,73389.0,0.0,0.0,890.0,2014.52,1600.98,0.0,0.0,309.0,0.0,0.0,0.0,2333.8,1612.0,2890.0,7150.0,0,0.0,351.0,55821.0,0,39.0,1207.0,4144.0,1086.0,217.0,0,0,0,261.0,0,0,0,0,27.69999999999709,66094.0,71
72,55.52,71259.0,203.0,0.0,635.0,1813.42,1737.37,0.0,0.0,375.0,0.0,0.0,0.0,2346.74,2013.0,2827.0,7263.0,0,0.0,351.0,55871.0,0,38.0,1331.0,3818.0,0.0,216.0,0,0,0,261.0,0,0,0,0,-34.94999999999709,64353.0,72
73,52.91,69124.0,1333.0,0.0,355.0,1630.67,1805.94,0.0,0.0,277.0,0.0,0.0,0.0,2359.61,2013.0,2839.0,7247.0,0,0.0,351.0,55836.0,0,131.0,921.0,3404.0,0.0,217.0,0,0,0,260.0,0,0,0,0,-109.0,62621.0,73
74,49.61,67950.0,2045.0,0.0,159.0,1619.39,1861.43,0.0,0.0,399.0,0.0,0.0,0.0,2368.87,2012.0,2835.0,7187.0,0,0.0,351.0,55822.0,0,239.0,885.0,3158.0,0.0,217.0,0,0,0,259.0,0,0,0,0,-182.04999999998836,61698.0,74
75,47.41,65782.0,2883.0,0.0,51.0,1450.54,1832.98,0.0,0.0,328.0,0.0,0.0,0.0,2401.92,2013.0,2868.0,6878.0,0,0.0,351.0,55503.0,0,298.0,446.0,3048.0,0.0,217.0,0,0,0,259.0,0,0,0,0,-205.39999999999418,59607.0,75
76,47.0,65032.0,2739.0,0.0,0.0,1243.49,1854.46,0.0,0.0,536.0,68.0,0.0,0.0,2088.17,2013.0,2834.0,6362.0,0,0.0,349.0,55337.0,0,332.0,389.0,2995.0,0.0,216.0,0,0,0,259.0,0,0,0,0,-305.22000000000116,58944.0,76
77,47.78,67478.0,2061.0,0.0,144.0,1433.19,1891.19,0.0,0.0,454.0,0.0,0.0,0.0,2112.46,2013.0,2877.0,7177.0,0,0.0,343.0,55717.0,0,351.0,484.0,2985.0,0.0,216.0,0,0,0,258.0,0,0,0,0,-242.08000000000175,61358.0,77
78,59.54,71628.0,90.0,0.0,782.0,1616.95,1893.73,0.0,0.0,667.0,0.0,0.0,0.0,1944.39,2013.0,2935.0,7303.0,0,0.0,342.0,55806.0,0,396.0,1458.0,3267.0,0.0,216.0,0,0,0,256.0,0,0,0,0,-70.7100000000064,65170.0,78
79,68.4,76300.0,0.0,0.0,1216.0,1972.03,2222.86,0.0,0.0,604.0,0.0,0.0,0.0,1063.95,2012.0,2978.0,7263.0,0,0.0,342.0,55977.0,0,583.0,2460.0,3935.0,643.0,217.0,0,0,0,255.0,0,0,0,0,83.94000000000233,69132.0,79
80,69.71,79410.0,0.0,0.0,1338.0,1849.6,2034.52,904.26,0.0,722.0,0.0,0.0,0.0,0.0,1912.0,2848.0,7363.0,0,141.0,342.0,56081.0,0,574.0,2491.0,4439.0,1403.0,216.0,0,0,0,254.0,0,0,0,0,234.3799999999901,71728.0,80
81,71.86,80549.0,0.0,0.0,1513.0,1544.43,1707.3,1684.6,0.0,1153.0,0.0,0.0,0.0,0.0,2012.0,2570.0,7403.0,0,617.0,342.0,56144.0,0,613.0,2611.0,4953.0,1838.0,217.0,0,0,0,254.0,0,0,0,0,297.33000000000175,72155.0,81
82,71.58,80666.0,0.0,0.0,1425.0,1444.46,1513.82,1368.03,0.0,1023.0,0.0,0.0,0.0,0.0,2013.0,2259.0,7426.0,0,1588.0,344.0,56084.0,0,621.0,2655.0,5167.0,1636.0,217.0,0,0,0,252.0,0,0,0,0,298.3099999999977,71400.0,82
83,70.16,80445.0,0.0,0.0,1662.0,1600.81,1450.11,1307.37,0.0,789.0,0.0,0.0,0.0,0.0,2012.0,1754.0,7393.0,0,2536.0,344.0,56087.0,0,563.0,2338.0,4935.0,1110.0,217.0,0,0,0,254.0,0,0,0,0,305.2899999999936,70966.0,83
84,70.16,79807.0,0.0,0.0,1398.0,1296.04,756.74,1586.03,0.0,468.0,0.0,0.0,0.0,0.0,1662.0,1588.0,7183.0,0,2941.0,346.0,56173.0,0,613.0,1917.0,5018.0,840.0,217.0,0,0,0,253.0,0,0,0,0,188.80999999999767,70007.0,84
85,69.17,77464.0,0.0,0.0,812.0,1116.92,1183.72,463.47,0.0,625.0,0.0,0.0,0.0,0.0,2012.0,1552.0,7208.0,0,2990.0,346.0,56165.0,0,623.0,1748.0,4758.0,793.0,217.0,0,0,0,254.0,0,0,0,0,129.11000000000058,67910.0,85
86,69.15,75130.0,0.0,0.0,316.0,833.48,1093.75,536.64,0.0,1134.0,0.0,0.0,0.0,0.0,1963.0,1693.0,7251.0,0,2399.0,346.0,56107.0,0,581.0,1322.0,4419.0,891.0,218.0,0,0,0,254.0,0,0,0,0,33.86999999999534,66365.0,86
87,68.4,72940.0,0.0,0.0,0.0,662.86,1108.53,464.64,0.0,1534.0,11.0,0.0,0.0,0.0,1963.0,1786.0,7269.0,0,1508.0,343.0,56104.0,0,470.0,1122.0,4283.0,798.0,218.0,0,0,0,253.0,0,0,0,0,-57.970000000001164,65110.0,87
88,68.4,72506.0,0.0,0.0,20.0,588.05,1098.9,468.29,0.0,1544.0,0.0,0.0,0.0,0.0,1962.0,1824.0,7290.0,0,576.0,344.0,56124.0,0,447.0,1455.0,4453.0,776.0,217.0,0,0,0,252.0,0,0,0,0,-78.75999999999476,65401.0,88
89,73.18,75834.0,0.0,0.0,396.0,672.94,1062.28,1933.95,0.0,1566.0,0.0,0.0,0.0,0.0,2013.0,2003.0,7451.0,0,127.0,344.0,56126.0,0,511.0,2164.0,4833.0,1347.0,217.0,0,0,0,252.0,0,0,0,0,27.169999999998254,68619.0,89
90,77.23,79502.0,0.0,0.0,1221.0,963.02,1455.34,1994.52,0.0,1101.0,0.0,0.0,0.0,0.0,2012.0,2350.0,7792.0,0,0.0,343.0,56122.0,0,575.0,2205.0,5233.0,1936.0,217.0,0,0,0,251.0,0,0,0,0,42.879999999990105,71668.0,90
