,Price,Demand,Demand_pump_storage,Imported_AT,Imported_CZ,Imported_LU,Imported_PL,Imported_NL,Imported_CH,Imported_FR,Imported_DK,Imported_SE,Exported_AT,Exported_CZ,Exported_LU,Exported_PL,Exported_NL,Exported_CH,Exported_FR,Exported_DK,Exported_SE,Wind Onshore,Fossil Gas,Other,Solar,Biomass,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Hydro Water Reservoir,Hydro Run-of-river and poundage,Hydro Pumped Storage,Fossil Oil,Other renewable,Fossil Coal-derived gas,Geothermal,Waste,Fossil Peat,Marine,Fossil Oil shale,Wind Offshore,Balance,Residual_Demand,hour
1,10.07,41561.7775,1506.635,0.0,448.81,0.0,0.0,0.0,7.07,0.0,485.95,0.0,2670.09,1642.58,405.48,1095.53,1578.98,3535.73,625.12,1044.09,1.6,22036.4875,2967.2875,343.8075,0.0,4904.22,8535.645,5379.3975,2404.26,74.5225,1479.1875,115.97750000000002,481.44,106.82,0,2.55,495.7025,0,0,0,2868.0675,-2530.409999999996,14575.512499999997,1
2,-4.08,40100.0775,1224.1625,0.0,225.47,0.0,0.0,0.0,5.98,18.43,63.02,0.0,2629.97,1587.61,374.16,1111.8,1398.57,3676.85,405.63,1506.44,68.3,22748.045,2720.42,279.585,0.0,4866.549999999998,7954.004999999999,5341.015,2228.4500000000007,97.145,1413.71,87.72999999999998,484.235,106.82,0,2.55,499.9725,0,0,0,2459.62,-2480.8174999999974,12871.910000000003,2
3,-9.91,38883.3125,1623.6175,12.36,104.43,0.0,0.0,0.0,0.0,189.14,0.0,0.0,2725.76,1546.77,392.2,1089.76,1627.42,3713.58,364.85,1433.8,65.6,23870.4675,2653.1725,275.88500000000005,0.0,4865.645,7221.5625,5270.4225000000015,2356.94,78.085,1416.75,1.0,487.1275,106.82,0,2.55,490.6175,0,0,0,2697.725,-1365.9700000000012,10300.9325,3
4,-7.41,38805.81750000001,2877.8725,0.01,107.84,0.0,0.0,0.0,0.0,70.54,0.0,0.0,2761.39,1610.77,392.52,881.4,1903.86,3427.29,776.86,1532.64,65.6,25921.6775,2706.08,273.9075,0.0,4867.3175,7120.252500000001,5178.8725,2308.5825,64.665,1393.0425,1.02,491.24,106.82,0,2.55,495.0925,0,0,0,2578.4125,-1348.0975000000108,8310.77250000001,4
5,-12.55,38592.98,3802.21,2.78,135.54,0.0,0.0,0.0,0.0,6.62,0.0,0.0,2842.95,1668.33,414.55,969.6,1700.33,3728.94,1095.22,1727.8,65.6,27428.755,2719.79,273.71000000000004,0.0,4859.665,7060.565,5076.6325,2311.175,38.7,1346.375,3.025,491.41,106.82,0,2.55,501.6025,0,0,0,2379.085,-1863.7099999999991,6830.342500000002,5
6,-17.25,38139.8975,4446.225,0.1,129.71,0.0,0.0,0.0,0.0,0.05,0.0,0.0,3035.19,1544.32,353.68,950.64,1737.45,4024.48,1192.21,1684.69,65.4,29086.1675,2714.2725,273.39750000000004,0.0,4868.205,7035.089999999998,5072.285000000002,2158.795,61.0525,1355.1925,0.0,491.0475,106.82,0,2.55,499.875,0,0,0,1930.055,-1389.5175000000017,5161.787499999999,6
7,-15.07,38741.9625,4575.5075000000015,0.1,153.48,0.0,0.0,0.0,0.0,0.22,0.0,0.0,3142.17,1552.78,348.36,971.44,1595.38,4251.47,1295.87,1737.61,65.6,29905.365,2819.4825,273.4825,0.0025,4881.2425,7173.015,5038.2825,2182.3975,73.0175,1359.4325,0.0,490.7725,106.82,0,2.55,498.2675,0,0,0,2044.6475,-1275.5724999999948,4827.4275,7
8,-4.93,39255.5325,4223.275,3.62,177.16,0.0,0.0,0.0,0.0,3.33,0.0,0.0,3160.84,1516.79,389.38,933.05,1866.98,4408.28,1311.93,1796.28,65.6,30439.5025,2857.9325,273.02250000000004,84.1325,4901.04,7155.325,4918.7325,2267.7225,84.1275,1361.8375,0.0,490.285,106.82,0,2.55,488.9500000000001,0,0,0,2207.9425,-1103.905000000006,4566.347500000003,8
9,-6.33,42017.5925,4079.88,10.47,244.39,0.0,0.0,0.0,0.0,122.35,0.0,0.0,3335.39,1440.03,381.38,1062.92,1544.9,4322.43,1041.24,1755.88,65.6,30199.69,2864.57,273.0,582.75,4900.8425,6989.845,4928.1825,2642.11,118.0475,1364.865,0.0,489.9,106.82,0,2.55,498.4975,0,0,0,2074.9325,-2633.429999999993,7190.037500000001,9
10,-4.93,44532.8075,2770.115,0.89,218.9,0.0,0.0,0.0,0.0,0.35,0.0,0.0,3433.31,1426.88,384.69,990.23,1644.62,4365.28,1038.83,1752.3,65.6,31311.22,2883.615,272.7875,1368.5649999999996,4908.6375,6640.032499999998,4949.17,2696.4075000000007,171.34,1364.0475,0.0,490.3775,106.82,0,2.55,497.4825,0,0,0,2155.1525,-2366.3175000000047,7729.520000000002,10
11,0.45,47489.2825,2220.82,19.75,196.09,0.0,0.0,0.0,0.31,0.0,0.0,0.0,3363.67,1614.44,402.26,1120.39,1755.65,4286.07,1088.53,1557.72,65.6,32990.265,2971.895,273.2825,2053.1975,4904.83,6708.542500000001,4918.74,2761.4975,132.4425,1440.915,0.0,489.89,106.82,0,2.55,499.0925,0,0,0,2722.2375,-1772.0850000000137,7676.755,11
12,0.12,49261.075,1938.72,0.11,204.82,0.0,0.0,0.0,27.07,0.0,0.0,0.0,3150.45,1626.43,404.56,1001.28,1786.78,4006.55,1178.96,1636.06,65.6,33378.645000000004,2957.54,273.36,2231.915,4907.48,6953.995,4946.2175,2808.8,158.53500000000003,1441.7949999999996,0.95,489.1125,106.82,0,2.55,499.395,0,0,0,2520.8825,-2146.472499999989,9081.622499999992,12
13,-0.02,48832.0975,1729.005,0.0,222.47,0.0,0.0,0.0,78.79,0.0,0.0,0.0,3074.65,1502.63,462.09,977.32,1934.25,4092.02,1402.29,1877.39,65.6,34171.83,2874.67,273.6925,2006.375,4903.8675,6952.6,4953.78,2811.4875,132.53,1439.5475,32.185,488.6425,106.82,0,2.55,497.17,0,0,0,2283.16,-1717.175000000003,8327.195000000002,13
14,0.0,48594.95,1099.88,0.0,228.0,0.0,0.0,0.0,6.14,0.0,0.0,0.0,3331.57,1551.69,457.07,981.75,2170.46,4429.56,1199.26,1831.64,65.6,34623.387500000004,2877.29,273.8725,1297.3375,4903.0,7016.6275,4960.825,2811.6850000000004,170.215,1435.8100000000004,76.65,489.7975,106.82,0,2.55,497.6775,0,0,0,2244.255,-1691.4900000000198,8389.662499999991,14
15,-0.03,48826.1,291.0875,0.0,176.97,0.0,0.0,0.0,4.07,0.0,0.0,0.0,3510.17,1627.28,451.27,1065.97,2056.89,4859.76,1192.45,1845.35,65.6,34728.2625,2882.7925,273.5425,444.8975,4896.71,7270.9225,5017.375000000001,2832.2125,130.08,1429.96,1020.885,488.91,106.82,0,2.55,496.7675,0,0,0,2120.315,-1467.885000000002,9499.077500000001,15
16,1.97,50625.785,343.04,0.06,144.88,0.0,0.0,0.0,3.11,0.03,0.0,0.0,3665.86,1802.25,427.6,1170.74,1857.26,4893.84,1148.67,1986.61,65.6,35738.877499999995,2941.8625,273.295,21.7425,4894.21,7506.3775,4950.3600000000015,2742.155,136.69750000000002,1423.3775,2305.4675,487.855,106.82,0,2.55,496.34,0,0,0,2216.4,-1594.7875000000204,10622.227500000008,16
17,9.06,53792.595,325.49249999999995,0.0,226.88,0.0,0.0,0.0,2.85,0.01,0.0,0.0,3319.07,1720.23,423.26,1138.3,1895.67,4450.2,839.38,1893.7,65.8,36282.825,2935.57,273.175,0.0,4889.5975,7654.3625,4972.41,2756.705,36.2575,1409.155,3398.4175,489.4475,106.82,0,2.55,494.5125000000001,0,0,0,2266.615,-1665.5375000000058,13232.667500000003,17
18,0.07,54370.535,308.0525,0.0,281.93,0.0,0.0,0.0,0.48,35.15,0.0,0.0,3164.38,1651.13,483.46,1114.22,1920.54,4104.28,568.92,1828.72,65.9,36323.675,2874.4375,273.095,0.0,4909.895,7498.8925,4899.1425,2737.3675000000007,27.125,1403.62,3068.3175,489.3725,106.82,0,2.55,500.5975,0,0,0,2206.7125,-1940.9574999999895,13829.110000000002,18
19,-4.97,53814.8475,644.9725,0.0,314.14,0.0,0.0,0.0,0.76,10.86,0.0,0.0,2993.67,1440.42,445.88,1054.63,2111.62,3672.11,574.52,1851.15,65.9,36045.0875,2860.8275,273.2475,0.0,4889.397500000001,7099.595,4907.8575,2748.9375,26.5725,1390.6950000000004,2386.535,489.3225,106.82,0,2.55,499.2975,0,0,0,2172.9975,-2444.220000000001,13599.950000000003,19
20,-6.98,51608.745,481.86,0.0,307.45,0.0,0.0,0.0,2.88,23.99,0.0,0.0,3145.15,1318.35,403.71,1034.63,2011.77,4105.04,651.24,1701.9,65.9,36055.0075,2869.5075,273.53,0.0,4882.3025,6598.8225,4874.77,2732.0225,29.455,1379.1325,1194.6575,487.9675,106.82,0,2.55,500.6175,0,0,0,2142.2475,-2064.5650000000023,11424.920000000004,20
21,-24.93,49698.215,769.505,0.0,295.19,0.0,0.0,0.0,0.0,154.58,0.0,0.0,3023.74,1291.26,336.62,976.2,1752.0,4178.7,415.4,2043.54,65.9,35922.3275,2781.5825,273.6175,0.0,4885.6100000000015,6151.7575,4895.075,2760.615,33.06,1364.7275,367.96,488.495,106.82,0,2.55,500.0175,0,0,0,1845.1375,-1721.9574999999968,9959.184999999998,21
22,-4.87,48858.7175,746.99,0.0,272.13,0.0,0.0,0.0,0.0,182.0,0.0,0.0,3063.65,1084.03,409.47,1127.38,1518.87,4398.31,421.96,1782.41,65.8,34987.2675,2813.775,273.595,0.0,4855.6575,6076.4575,4897.1625,2720.275,43.2375,1342.4225,1040.7,488.6825,106.82,0,2.55,498.69500000000005,0,0,0,1839.5925,-1036.5674999999974,10083.919999999996,22
23,-28.93,46093.3975,2371.09,0.0,266.71,0.0,0.0,0.0,0.0,228.67,0.0,0.0,3050.68,1023.99,334.36,1129.78,1543.98,4230.63,455.26,1854.75,65.8,34698.345,2776.6475,263.7725,0.0,4848.447499999998,5984.0875,4886.465,2566.0725,41.465,1304.1725,10.18,490.2875,106.82,0,2.55,498.99,0,0,0,1765.855,-1414.1800000000076,7719.214999999998,23
24,-33.57,44318.3675,4639.75,0.0,291.73,0.0,0.0,0.0,0.0,337.74,0.0,0.0,2787.47,853.26,306.6,1177.25,1456.12,3541.22,447.94,1685.36,66.9,32932.0925,2719.0075,270.9775,0.0,4819.56,5795.28,5137.465,2506.2975,87.52250000000002,1295.2375,1.0,489.19,106.82,0,2.55,487.3025,0,0,0,1668.83,-2331.6350000000093,7828.085000000003,24
25,-45.92,42812.7675,4322.067499999999,0.0,425.19,0.0,0.0,0.0,0.0,367.25,0.0,0.0,2752.38,1207.3,330.05,1082.32,1529.4,3918.77,385.5,1801.89,66.1,31614.135,2546.89,266.2675,0.0,4806.3600000000015,5735.2475,4990.2075,2559.7625000000007,66.95250000000001,1269.5275,1.0,489.1225,106.82,0,2.55,149.5725,0,0,0,2034.8175,-2776.872500000005,7637.895000000003,25
26,-48.29,42318.2425,4144.33,0.0,389.78,0.0,0.0,0.0,0.0,424.99,0.0,0.0,2892.92,1368.87,443.57,1126.63,1422.27,3914.18,493.7,1805.7,65.9,30448.0375,2546.9475,264.6975,0.0,4808.9450000000015,5735.685,5172.8525,2599.605,68.675,1271.2325,1.05,488.075,106.82,0,2.55,129.84249999999997,0,0,0,2659.0925,-2877.435000000012,7703.217500000001,26
27,-44.99,41933.86,4694.525,0.0,447.17,0.0,0.0,0.0,0.0,481.39,0.0,0.0,2843.46,1335.52,455.52,1126.63,1485.85,3737.2,639.76,2086.7,66.0,29532.4075,2581.375,264.6975,0.0,4797.355,5751.0925,5306.945,2587.655,63.39249999999999,1266.7725,1.8325,489.995,106.82,0,2.55,127.8075,0,0,0,3052.825,-3542.9425000000047,7847.227499999998,27
28,-48.93,43607.1875,3969.83,10.6,519.22,0.0,0.0,0.0,0.0,451.4,0.0,0.0,2639.11,1188.53,386.03,1047.36,1537.66,3873.21,632.93,2084.32,65.9,29864.525,2589.5875,264.6975,0.0,4780.0275,5781.9125,5302.685,2652.215,33.5675,1262.3049999999996,68.2,490.485,106.82,0,2.55,147.535,0,0,0,3095.0175,-3608.717499999999,9130.984999999999,28
29,-29.91,46462.6575,2608.715,25.69,512.9,0.0,0.0,0.0,0.0,379.91,0.0,0.0,2696.71,1258.54,309.06,1098.34,1650.18,4310.05,348.6,1942.06,65.9,30776.9775,3032.495000000001,264.6975,0.0,4787.84,6090.0250000000015,5381.495,2787.5925,43.68,1293.805,321.8,490.47,106.82,0,2.55,447.765,0,0,0,3262.5475,-2741.752499999988,10574.7425,29
30,-0.01,52329.005,1837.63,7.17,486.7,0.0,0.0,0.0,0.0,356.98,0.0,0.0,2840.68,1440.45,299.95,1155.57,1566.76,4383.55,87.77,1724.76,65.9,31279.44,3873.86,290.09,0.0,4792.635,7661.1950000000015,5887.397500000001,3151.6,55.905,1356.6025,301.935,490.825,106.82,0,2.55,506.5325,0,0,0,3877.0075,-3246.7799999999916,15202.602499999997,30
31,37.43,57736.2225,557.6125,38.91,664.04,0.0,0.0,0.0,0.0,169.73,0.0,0.0,2414.42,1120.07,383.96,975.71,1375.26,4186.2,17.45,1907.06,65.9,30781.4925,4365.7975000000015,364.5575,0.0025,4827.7625,8585.205,6645.4875,3712.9125,40.2875,1360.6075,601.9175,491.9475,106.82,0,2.55,504.73,0,0,0,4549.627500000001,-2925.4799999999814,20432.942500000005,31
32,48.06,60956.0725,0.0,67.09,892.55,0.0,0.0,0.0,0.0,159.64,0.0,0.0,2215.37,970.04,476.61,872.68,893.65,4235.45,3.64,2072.88,65.9,29749.8175,4545.417500000001,368.75,108.4375,4855.3274999999985,8840.485,7781.7350000000015,4179.1975,35.62999999999999,1368.1425,1266.5125,494.34,106.82,0,2.55,504.03,0,0,0,4338.02,-3097.7999999999884,24780.805000000004,32
33,50.74,62832.53,375.7525,114.06,1153.16,0.0,0.0,0.0,10.23,0.0,0.0,0.0,1815.29,796.75,492.11,704.63,1330.75,3887.11,203.69,2089.39,4.4,28754.8075,5005.28,374.465,1479.5524999999998,4861.1825,9014.085,8816.7825,4824.01,18.95,1361.1175,422.0075,494.14,106.82,0,2.55,502.9325,0,0,0,4235.0,-2981.270000000004,26392.300000000007,33
34,47.57,64259.485,392.485,87.74,1079.57,0.0,0.0,0.0,8.74,0.0,0.0,0.0,2104.08,842.08,505.37,885.4,1393.62,3864.87,188.21,1998.69,63.7,28242.97,4818.255,379.2075,4148.469999999998,4869.1174999999985,9013.125,8931.692500000001,5310.81,32.0025,1370.4625,360.885,493.93,106.82,0,2.55,503.50250000000005,0,0,0,4126.22,-2611.920000000013,25761.04,34
35,43.94,65434.055,947.99,86.16,1107.04,0.0,0.0,0.0,0.01,1.94,0.0,0.0,2288.45,893.77,520.76,966.36,1394.35,3826.4,168.03,2075.81,65.9,28432.315,4894.782499999998,384.285,6334.625,4882.1075,9011.132500000003,8740.99,5572.365,71.05000000000003,1378.385,395.0375,493.3725,106.82,0,2.55,498.71,0,0,0,3761.96,-2426.237499999974,24921.24000000001,35
36,40.97,65704.56749999999,1674.085,70.78,997.28,0.0,0.0,0.0,16.06,0.0,0.0,0.0,2177.59,985.38,497.22,1015.13,1694.65,3391.29,204.76,2075.03,65.9,28726.4025,4985.895,384.305,6929.285,4889.4025,9098.41,8970.765,5412.675,73.1675,1393.4400000000005,292.0525,492.66,106.82,0,2.55,501.35,0,0,0,3390.7675,-2751.534999999989,24656.502499999995,36
37,44.95,64849.215,577.7375,70.61,1014.73,0.0,0.0,0.0,2.7,0.0,0.0,0.0,2226.81,941.08,526.76,983.72,1431.63,3927.67,155.33,2111.99,65.9,28300.0775,5066.2625,384.1775,6270.88,4891.447499999998,9007.845,9034.485,5028.3325,85.7925,1382.03,518.055,494.16,106.82,0,2.55,493.5175,0,0,0,3169.07,-2474.300000000003,25126.819999999996,37
38,49.64,63278.025,429.67,97.95,1204.87,0.0,0.0,65.46,0.04,99.47,0.0,0.0,2262.76,786.47,502.15,925.25,1103.59,4106.59,20.64,1717.52,65.9,26490.14,4948.1725000000015,384.1825,4263.53,4904.2475,9012.025,9702.28,5687.532499999998,76.265,1376.075,630.475,491.64,106.82,0,2.55,506.5825,0,0,0,2968.5625,-2179.695000000007,27566.315000000002,38
39,53.67,63354.0975,309.45,151.31,1344.58,0.0,0.0,111.53,0.0,388.86,0.0,93.6,2116.46,649.55,492.88,838.34,1106.08,4032.12,0.0,977.13,0.0,24052.8925,5062.085,384.52,1499.7025,4908.74,9061.1175,10565.0275,7037.3375000000015,124.61,1361.0975,602.8449999999998,491.65,106.82,0,2.55,506.395,0,0,0,3116.87,-2901.967499999999,32710.32,39
40,56.01,64289.905,236.645,157.82,1301.04,0.0,0.0,268.05,2.77,440.85,0.0,1.7,1866.03,639.9,504.64,835.08,1097.72,4003.14,0.05,1005.01,0.0,22673.98,5380.9775,384.73,83.2075,4906.094999999998,9208.5625,11732.8675,8376.994999999999,91.2275,1359.3575,1490.5475,493.245,106.82,0,2.55,504.3625,0,0,0,2884.4925,-2625.8724999999977,36677.685000000005,40
41,56.95,68262.245,228.51,400.84,1548.83,0.0,0.0,109.62,28.35,429.99,273.25,373.3,1413.45,602.11,515.21,746.55,1528.23,3080.79,38.41,87.71,0.0,21632.815,5560.6275,388.855,0.0,4909.8375,9247.675,12494.1625,8607.185000000001,89.875,1361.415,2305.9725,491.96,106.82,0,2.55,485.6725,0,0,0,2861.2,-2792.412500000006,41814.322499999995,41
42,62.08,68158.53,42.2725,534.53,1719.06,0.0,0.0,214.23,155.24,0.0,356.18,590.2,1397.67,435.35,589.27,523.58,1440.6,3204.99,448.62,75.51,0.0,19954.275,5847.0925,390.13,0.0,4913.5275,9198.1625,12778.245,8877.0275,122.2125,1367.105,2671.46,491.8075,106.82,0,2.55,510.89,0,0,0,2698.2125,-2817.4349999999977,43521.22749999999,42
43,62.11,66060.7925,217.78500000000003,567.62,1706.77,0.0,0.0,320.27,193.17,0.0,199.18,609.6,1472.96,356.02,600.39,467.36,1287.92,3393.66,782.42,51.29,0.0,17931.02,5959.339999999998,390.51,0.0,4908.705,9127.785,13080.6525,8748.005,153.985,1354.3875,2641.6325,492.85,106.82,0,2.55,514.6949999999998,0,0,0,2961.66,-2719.389999999985,43192.21,43
44,57.99,62542.87,367.37,443.09,1371.68,0.0,0.0,380.06,77.68,0.0,508.91,609.6,1746.19,468.75,559.08,590.66,1256.5,4043.29,712.8,34.66,0.0,16526.440000000002,5756.165000000001,390.555,0.0,4895.6025,9212.6525,13362.3975,8960.52,103.2125,1339.5225,1456.6650000000004,493.8075,106.82,0,2.55,497.2125,0,0,0,2715.57,-3111.457500000004,41357.305,44
45,55.64,59581.36750000001,403.1175,479.48,1482.77,0.0,0.0,343.73,0.02,3.35,863.22,609.6,1878.86,446.42,539.45,521.53,1133.71,4178.65,361.48,3.73,0.0,15003.735,5594.2424999999985,390.415,0.0,4890.459999999999,9252.5125,13438.8725,8133.487499999998,46.32250000000001,1335.99,219.7325,492.3475,106.82,0,2.55,505.24,0,0,0,2848.0925,-3005.3250000000116,39781.49000000001,45
46,55.13,57598.5375,422.89,457.15,1616.13,0.0,0.0,308.63,38.84,0.0,523.43,609.8,1900.52,358.22,613.62,372.47,1153.55,4467.57,771.87,15.55,0.0,13592.5225,5465.3375000000015,392.42,0.0,4858.8625,9258.7375,13414.3075,7988.995000000001,72.4475,1327.3100000000004,798.5475000000001,492.7825,106.82,0,2.55,494.46,0,0,0,3063.0275,-2791.6900000000023,39014.3975,46
47,50.76,53279.665,478.1125,661.19,1782.18,0.0,0.0,243.02,88.59,0.0,1.03,113.6,1820.54,259.81,584.16,263.85,1092.64,4352.18,862.88,889.78,0.0,12594.925,5420.844999999998,391.8850000000001,0.0,4846.7475,9288.605,13148.330000000002,7137.177500000002,89.5725,1329.655,636.735,493.0575,106.82,0,2.55,467.5750000000001,0,0,0,2820.1775,-2219.350000000006,35960.51250000001,47
48,42.91,49918.28,1319.8875,603.93,2015.51,0.0,0.0,29.71,95.4,0.0,0.0,0.0,1946.86,369.62,622.12,120.48,1328.91,4433.51,1037.93,1413.4,231.4,11954.465,5272.0775,364.13250000000005,0.0,4833.7,9465.48,13179.3375,6665.980000000001,81.08,1351.4,762.905,479.0125,106.82,0,2.55,469.3875000000001,0,0,0,3209.3375,-1800.1824999999953,32826.87,48
49,45.22,48637.9975,2249.915,868.76,2118.1,0.0,98.02,0.0,116.49,0.0,0.0,0.0,1961.56,81.4,552.14,0.0,1936.11,4177.25,1231.65,1642.3,274.1,11392.8725,5330.315,363.2875,0.0,4801.2325,9492.23,13368.8675,6872.442499999999,95.5525,1346.935,98.295,477.565,106.82,0,2.55,490.64,0,0,0,3820.5125,-1482.935000000005,31480.217500000002,49
50,45.63,48081.57250000001,2941.855,900.71,2146.02,0.0,162.71,0.0,82.45,0.0,0.0,0.0,1984.41,13.04,491.41,0.0,1964.7,4270.68,1088.43,1844.44,286.1,10985.56,5230.1975,363.3275,0.0,4791.645,9493.7225,13548.4475,7021.5675,80.87,1348.0225,55.28,477.815,106.82,0,2.55,499.18,0,0,0,3777.6575,-1892.0850000000137,31364.33250000001,50
51,44.0,47860.925,4464.0625,899.12,2060.49,0.0,119.92,0.0,21.92,0.0,0.0,0.0,1990.39,76.69,415.99,0.0,1962.67,3671.13,590.99,2081.84,298.0,11154.475,5355.525,367.1475,0.0,4794.1525,9488.1875,13354.9025,7163.58,51.8925,1343.715,31.3175,480.0750000000001,106.82,0,2.55,486.7775,0,0,0,4065.37,-2064.7500000000073,30703.767500000013,51
52,43.88,48410.805,4432.55,827.56,1937.02,0.0,26.92,0.0,14.34,0.0,0.0,0.0,1943.22,283.82,423.61,9.63,1988.93,3469.96,503.27,2051.15,286.6,11767.3475,5579.405,368.81500000000005,0.0,4804.1975,9485.84,13175.134999999998,7024.51,58.3675,1342.7225,1.15,480.005,106.82,0,2.55,489.925,0,0,0,4155.7975,-2155.117499999993,30548.192499999997,52
53,45.92,50986.49,2835.0950000000007,551.64,1969.62,0.0,0.0,0.0,59.17,0.0,0.0,0.0,2188.73,480.32,534.1,214.69,2366.83,3987.46,1127.9,1738.66,286.4,12212.985,6084.17,368.7275,0.0,4804.73,9490.0475,13479.9825,7894.51,82.8475,1352.415,7.39,476.9275,106.82,0,2.55,476.52,0,0,0,4379.035,-2946.5875000000087,32458.715,53
54,51.07,55857.15500000001,1203.15,260.87,1444.56,0.0,0.0,0.16,48.64,0.0,0.0,0.0,2159.62,670.2,539.58,739.75,1806.98,4352.36,1118.48,1579.17,28.6,12600.255,7704.975,378.0175,0.0,4805.515,9479.995,14087.4525,9772.0075,116.035,1352.3375,409.3,475.47,106.82,0,2.55,483.05250000000007,0,0,0,4214.785,-2312.247500000027,37099.90500000002,54
55,52.77,60947.86,979.4325,440.97,1447.43,0.0,0.0,1.32,106.09,0.0,1.1,0.0,1541.9,529.85,509.12,822.45,1509.13,3688.04,896.2,842.44,2.6,12743.44,8392.4475,389.03,0.005,4849.8975,9439.305,13810.785,11181.0975,91.2225,1355.1725,789.47,477.2625,106.82,0,2.55,490.5675,0,0,0,4116.7975,-2036.2425000000076,42135.0575,55
56,62.89,64161.8525,0.0,383.22,1442.38,0.0,0.0,0.0,280.22,0.0,592.06,456.3,1660.55,682.23,624.45,1129.85,2826.62,3938.47,1766.56,8.86,0.0,12675.03,9073.175,381.1625,180.5775,4882.2925,9480.805,14037.395,12192.03,76.26,1352.8325,2221.495000000001,478.725,106.82,0,2.55,491.1625,0,0,0,4052.7475,-1960.2024999999994,45302.68250000001,56
57,60.03,65966.2625,1.7000000000000002,90.28,1216.68,0.0,0.0,0.0,260.44,0.0,811.72,88.3,1600.87,701.17,609.24,1017.21,2188.03,3391.31,1394.05,0.0,0.0,12008.3525,9386.7125,380.77,1606.78,4872.39,9485.7475,14228.37,13179.1575,69.455,1331.54,1255.7075,475.38250000000005,106.82,0,2.55,495.615,0,0,0,3645.9425,-1871.1299999999756,46771.2125,57
58,58.19,66379.42,1.0,70.17,1112.2,0.0,0.0,0.0,265.42,0.0,526.6,0.0,1557.16,612.26,598.12,903.75,2038.87,3377.87,1296.63,22.64,2.7,10253.11,9408.135,380.2875,3506.165,4883.815,9495.3675,14291.8725,14012.7375,63.49,1335.5825,1772.8300000000004,478.13250000000005,106.82,0,2.55,497.0175,0,0,0,3147.6225,-1180.4949999999953,47533.1025,58
59,62.99,67625.04,1.0,97.0,1097.23,0.0,0.0,0.0,330.02,0.0,1851.55,177.5,1491.99,569.17,631.4,872.98,2245.33,3998.74,1667.18,0.0,0.0,8741.1625,9372.085,380.5325,4740.925,4894.545,9492.76,14223.0775,14522.63,91.63,1340.9399999999996,2752.9975,477.255,106.82,0,2.55,501.595,0,0,0,2590.215,-1317.8099999999977,49603.382499999985,59
60,63.52,67793.99250000001,1.0,173.38,838.52,0.0,0.0,0.0,262.4,0.0,1925.85,82.3,1297.25,583.48,597.08,1009.97,1807.71,3278.6,1301.53,0.0,0.0,7855.7775,9350.775,388.62750000000005,4775.8274999999985,4903.637500000002,9494.6675,14273.9925,14833.8275,29.472500000000004,1343.3725,1982.905,476.26249999999993,106.82,0,2.55,495.805,0,0,0,2188.91,-1884.93250000001,51027.48000000002,60
61,64.67,66550.8725,1.0,375.74,842.94,0.0,0.0,0.0,241.08,0.0,1911.74,523.0,1136.41,514.03,584.82,925.73,1815.52,2969.02,1226.77,0.0,0.0,7055.04,9379.5475,388.86,4130.025,4885.245000000001,9489.41,14042.2075,14991.22,23.9625,1346.98,926.4325,475.68,106.82,0,2.55,497.025,0,0,0,1796.38,-2292.287500000006,51618.60249999999,61
62,65.24,65505.9425,1.1175,165.72,890.75,0.0,0.0,109.15,83.22,0.0,1915.0,609.2,1307.81,506.38,505.61,862.62,1467.32,2954.79,442.35,0.0,0.0,6420.355,9533.51,389.0975,2702.38,4867.7925,9489.615,13614.445,15056.345,39.155,1337.48,829.1524999999998,475.3875,106.82,0,2.55,495.805,0,0,0,1758.7275,-2662.2825000000157,52684.37499999999,62
63,67.76,64853.3625,51.77250000000001,132.97,996.39,0.0,0.0,222.01,3.91,106.73,1897.98,354.6,1247.73,485.95,448.28,888.12,1459.81,2656.4,14.34,0.0,0.0,6632.6425,9583.3975,388.92000000000013,841.9250000000002,4906.505,9488.9275,13777.645,15113.2825,54.42,1341.4325,951.115,475.5625,106.82,0,2.55,502.92,0,0,0,1587.2424999999996,-2635.867500000022,53840.38,63
64,68.41,65984.905,1.0,102.92,1032.8,0.0,0.0,125.39,8.83,233.72,1766.64,82.8,1236.77,650.83,460.61,1001.83,1892.28,2538.25,30.25,0.0,0.0,7602.1275,9606.74,389.21,43.52,4901.6475,9484.61,14136.5975,15147.857499999998,45.7225,1333.29,2615.55,476.385,106.82,0,2.55,501.8925,0,0,0,1466.48,-2582.6250000000146,54930.774999999994,64
65,69.55,69209.675,18.4825,354.59,1204.91,0.0,0.0,74.33,188.11,145.21,1719.3,0.0,844.89,502.85,517.97,865.96,2178.78,1765.84,363.79,0.0,2.3,8924.6575,9604.815,389.2125,0.0,4919.2125,9481.2475,14297.8625,14898.4,63.02,1323.4175,3541.327500000001,475.075,106.82,0,2.55,494.7775,0,0,0,1366.905,-2694.787500000006,56993.0975,65
66,67.28,69159.39249999999,0.0,346.5,1367.59,0.0,0.0,110.11,264.37,0.0,1852.82,425.4,1093.38,427.2,599.33,792.03,1982.44,2453.78,1139.34,0.0,0.0,9230.3375,9623.7475,389.3325,0.0,4930.725,9479.09,14281.185,14268.330000000002,69.92,1315.235,4181.15,476.29,106.82,0,2.55,501.1875,0,0,0,1395.165,-3029.037500000006,56610.647499999985,66
