,Price,Demand,Demand_pump_storage,Imported_FR,Imported_NL,Imported_LU,Imported_GB,Exported_FR,Exported_NL,Exported_LU,Exported_GB,Wind Onshore,Fossil Gas,Other,Solar,Biomass,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Hydro Water Reservoir,Hydro Run-of-river and poundage,Hydro Pumped Storage,Fossil Oil,Other renewable,Fossil Coal-derived gas,Geothermal,Waste,Fossil Peat,Marine,Fossil Oil shale,Wind Offshore,Balance,Residual_Demand,hour
1,66.58,8542.43,0.0,0.0,2489.99,37.07,0.0,324.29,0.0,1.57,0.01,304.75,1637.26,672.83,0.0,159.42,2376.08,0,0.0,0,39.37,346.52,0.0,0,0,0,257.96,0,0,0,500.06,-46.9900000000016,7440.29,1
2,65.07,8077.39,0.0,0.0,2014.75,24.18,0.0,189.97,0.0,0.0,0.02,291.61,1586.76,630.65,0.0,159.14,2383.33,0,0.0,0,40.32,297.89,0.0,0,0,0,258.71,0,0,0,554.06,-25.979999999999563,6932.6900000000005,2
3,52.17,7823.3325,197.45,0.0,1968.32,64.96,0.0,7.93,0.0,0.0,0.01,343.37,1598.14,619.39,0.0,161.94,2412.95,0,0.0,0,38.74,0.0,0.0,0,0,0,254.64,0,0,0,510.95,-55.32250000000113,6675.632500000001,3
4,47.66,7636.245000000001,477.61,0.0,2287.69,88.04,0.0,291.37,0.0,0.0,0.01,391.99,1534.57,618.55,0.0,164.79,2415.98,0,0.0,0,36.55,0.0,0.0,0,0,0,253.8,0,0,0,608.7,-4.575000000000728,6345.205000000001,4
5,50.87,7616.6775,249.73,0.0,2511.9,88.0,0.0,874.71,0.0,0.0,0.01,371.06,1566.26,633.35,0.0,167.71,2437.55,0,0.0,0,34.15,0.0,0.0,0,0,0,259.26,0,0,0,639.73,-32.157499999999345,6312.477499999999,5
6,52.88,7715.7575,209.12,0.0,2574.04,68.3,0.0,1004.97,0.0,0.0,0.01,411.74,1500.56,651.92,0.0,165.21,2450.57,0,0.0,0,34.72,0.0,0.0,0,0,0,261.77,0,0,0,801.62,-9.407499999999345,6205.907499999999,6
7,61.78,7710.765,36.11,0.0,2464.24,57.72,0.0,1334.14,0.0,0.0,0.01,442.81,1601.85,666.61,0.0,164.89,2448.75,0,0.0,0,35.19,0.0,0.0,0,0,0,280.19,0,0,0,875.09,-43.68499999999949,6077.485000000001,7
8,50.08,7723.407500000001,13.86,0.0,2630.39,94.43,0.0,1490.95,0.0,0.0,0.01,364.43,1651.53,664.79,0.0,163.48,2449.23,0,0.0,0,35.03,0.0,0.0,0,0,0,292.48,0,0,0,792.24,-90.19750000000204,6239.227500000002,8
9,50.27,7819.9524999999985,0.0,0.0,2381.22,88.53,0.0,1170.09,0.0,0.0,0.01,397.54,1676.87,679.24,12.56,162.6,2452.08,0,0.0,0,35.21,102.64,0.0,0,0,0,288.51,0,0,0,677.96,-35.092499999998836,6408.172499999998,9
10,66.36,8195.73,0.0,0.0,2380.52,76.59,0.0,1041.77,0.0,0.0,0.01,422.05,1611.87,689.89,65.97,166.63,2463.54,0,0.0,0,36.72,193.86,0.0,0,0,0,286.43,0,0,0,819.25,-24.19000000000051,6565.309999999999,10
11,75.08,8631.3975,0.0,0.0,2426.81,84.3,0.0,1194.23,0.0,0.0,0.02,451.23,1697.87,691.89,125.99,165.4,2493.5,0,0.0,0,37.54,584.08,0.0,0,0,0,287.2,0,0,0,678.35,-101.48749999999927,7051.0875,11
12,90.66,8740.307499999999,0.0,0.0,2215.44,75.26,0.0,1089.64,0.0,0.0,0.01,504.14,1721.01,715.31,120.76,168.19,2532.24,0,0.0,0,37.58,653.08,0.0,0,0,0,286.95,0,0,0,815.0,15.00250000000051,6975.8775,12
13,75.71,8954.4625,0.0,0.0,2265.45,124.97,0.0,892.43,0.0,0.0,0.01,488.71,1918.92,715.23,89.6,168.86,2567.21,0,0.0,0,37.36,270.42,0.0,0,0,0,285.89,0,0,0,773.97,-140.3125,7278.9325,13
14,68.3,8785.837500000001,0.0,0.0,2096.21,127.99,0.0,663.81,0.0,0.0,0.01,418.71,1865.11,770.39,70.04,155.52,2570.38,0,0.0,0,37.73,395.66,0.0,0,0,0,289.36,0,0,0,593.53,-59.027500000000146,7376.4675000000025,14
15,61.83,8702.75,0.0,0.0,2006.07,133.67,0.0,557.33,0.0,0.0,0.01,429.94,2014.95,791.92,54.12,156.41,2573.38,0,0.0,0,38.4,64.67,0.0,0,0,0,288.83,0,0,0,664.21,-43.52000000000044,7227.249999999999,15
16,72.12,8584.695,73.88,0.0,1949.98,111.87,0.0,644.02,0.0,0.0,0.01,457.73,2011.37,763.14,9.12,153.43,2577.49,0,0.0,0,38.24,4.96,0.0,0,0,0,284.63,0,0,0,941.59,0.944999999999709,6853.385,16
17,62.58,9145.4575,61.7,0.0,2034.27,89.25,0.0,279.05,0.0,0.0,0.01,571.81,2107.45,699.32,0.0,153.28,2573.36,0,0.0,0,37.12,0.0,0.0,0,0,0,284.67,0,0,0,864.66,-71.02750000000196,7387.1975,17
18,56.94,9269.0975,0.51,0.0,1758.3,149.76,0.0,219.87,0.0,0.0,0.01,635.0,2170.12,652.49,0.0,156.41,2587.97,0,0.0,0,36.53,0.0,0.0,0,0,0,286.67,0,0,0,998.54,-57.69750000000022,7312.357499999999,18
19,57.89,9007.225,0.0,0.0,1572.65,119.31,0.0,328.69,0.0,0.0,0.01,549.03,2074.46,631.92,0.0,153.0,2625.51,0,0.0,0,36.49,138.01,0.0,0,0,0,286.73,0,0,0,1097.01,-51.80500000000211,7037.965,19
20,51.3,8898.0825,1.62,0.0,1714.51,81.49,0.0,553.52,0.0,0.0,0.01,644.3,2121.17,601.46,0.0,152.96,2644.93,0,0.0,0,36.07,0.0,0.0,0,0,0,268.77,0,0,0,1134.0,-53.57250000000204,6814.942500000001,20
21,51.89,8749.272500000001,245.58,0.0,1326.65,49.46,0.0,155.81,0.0,0.0,0.02,700.31,2222.55,582.06,0.0,152.27,2674.71,0,0.0,0,35.82,0.0,0.0,0,0,0,257.58,0,0,0,1089.55,-59.72250000000167,6666.012500000002,21
22,60.88,9049.7,18.97,0.0,1338.07,68.55,0.0,22.56,0.0,0.0,0.01,614.92,2189.98,569.22,0.0,155.28,2697.85,0,0.0,0,35.97,0.0,0.0,0,0,0,262.99,0,0,0,1103.57,-54.840000000000146,7032.250000000001,22
23,60.74,9099.445,80.36,0.0,1417.07,17.19,0.0,49.7,0.0,4.63,0.01,594.57,2293.08,631.77,0.0,157.76,2708.44,0,0.0,0,35.97,0.0,0.0,0,0,0,258.34,0,0,0,1057.75,-62.205000000001746,7152.8150000000005,23
24,65.96,8629.2375,52.08,0.0,1173.33,0.0,0.0,549.3,0.0,35.85,0.01,518.24,2582.67,672.42,0.0,155.9,2710.81,0,0.0,0,35.95,29.86,0.0,0,0,0,258.4,0,0,0,1077.31,-51.587499999999636,6739.3375,24
25,57.9,8225.7325,345.53,0.0,1125.09,22.08,0.0,740.89,0.0,16.71,0.01,550.46,2685.21,672.01,0.0,152.93,2739.86,0,0.0,0,36.01,0.0,0.0,0,0,0,249.77,0,0,0,1043.66,-51.79249999999956,6345.8324999999995,25
26,56.48,7889.5,1006.6,0.0,1140.16,125.92,0.0,492.83,0.0,0.0,0.01,510.35,2675.98,641.99,0.0,154.06,2743.26,0,0.0,0,36.27,0.0,0.0,0,0,0,249.25,0,0,0,1053.43,-58.27000000000044,6040.199999999999,26
27,46.68,7774.3725,1026.16,0.0,1068.3,127.44,0.0,573.14,0.0,0.0,0.01,513.38,2741.05,644.09,0.0,152.97,2746.21,0,0.0,0,36.48,0.0,0.0,0,0,0,246.54,0,0,0,1045.28,-51.9424999999992,5932.692500000001,27
28,50.8,7808.3275,1010.44,0.0,1087.89,48.51,0.0,552.52,0.0,0.0,0.01,470.89,2855.64,635.94,0.0,155.93,2755.64,0,0.0,0,36.19,0.0,0.0,0,0,0,249.41,0,0,0,1001.68,-73.57750000000124,6050.1575,28
29,45.28,8237.54,231.9,0.0,829.57,0.0,0.0,699.54,0.0,53.58,0.01,466.82,3132.72,647.79,0.0,143.22,2774.84,0,0.0,0,35.15,0.0,0.0,0,0,0,246.21,0,0,0,855.32,-90.93000000000029,6634.040000000002,29
30,55.3,8981.3925,15.29,0.0,692.94,0.0,0.0,637.35,0.0,53.78,0.01,430.9,3758.3,717.55,0.0,129.96,2789.48,0,0.0,0,34.37,0.0,0.0,0,0,0,236.96,0,0,0,905.87,8.50749999999789,7373.2925000000005,30
31,56.86,9702.594999999998,247.39,0.0,734.79,5.82,0.0,398.91,0.0,19.42,0.01,484.54,4290.1,746.88,0.0,89.9,2793.4,0,0.0,0,34.81,0.0,0.0,0,0,0,255.71,0,0,0,834.73,-97.64499999999498,8092.8049999999985,31
32,55.99,10251.305,176.65,0.0,469.89,39.08,0.0,59.36,0.0,0.0,0.01,523.66,4536.29,763.58,0.08,92.03,2828.26,0,0.0,0,34.91,0.0,0.0,0,0,0,272.92,0,0,0,916.3,-10.325000000000728,8503.435000000001,32
33,55.33,10491.5275,9.42,0.0,780.5,41.71,0.0,460.93,0.0,0.0,0.01,471.8,4623.36,791.22,54.05,109.96,2838.25,0,0.0,0,34.83,0.0,0.0,0,0,0,276.18,0,0,0,863.25,-76.77750000000015,8791.417500000001,33
34,53.47,10830.2225,1.84,0.0,874.42,37.89,0.0,464.68,0.0,0.0,0.01,473.21,4750.16,801.1,180.46,121.42,2840.01,0,0.0,0,35.01,11.53,34.83,0,0,0,271.29,0,0,0,801.37,-64.05249999999978,9068.8825,34
35,53.22,11103.45,0.0,0.0,930.17,32.91,0.0,569.73,0.0,0.0,0.01,436.83,4844.54,810.09,294.15,122.19,2844.47,0,0.0,0,34.41,118.77,152.63,0,0,0,266.84,0,0,0,710.84,-74.35000000000036,9360.380000000001,35
36,57.32,11197.1375,2.76,0.0,1081.26,2.65,0.0,681.74,0.0,3.65,0.01,431.9,4896.68,797.97,349.81,121.83,2865.7,0,0.0,0,34.84,7.69,153.68,0,0,0,272.36,0,0,0,802.94,-65.98749999999927,9305.2875,36
37,51.91,11115.0625,0.0,0.0,917.3,26.66,0.0,672.9,0.0,0.0,0.01,374.99,4920.07,818.85,310.48,133.01,2905.85,0,0.0,0,35.09,200.65,153.89,0,0,0,276.46,0,0,0,620.37,-94.3025000000016,9497.6725,37
38,54.59,11036.34,0.0,0.0,724.52,4.01,0.0,355.71,0.0,4.67,0.01,372.22,4883.38,796.42,246.62,173.64,2938.82,0,0.0,0,34.27,218.95,153.46,0,0,0,277.78,0,0,0,480.11,-92.52999999999884,9625.339999999998,38
39,58.89,11028.04,0.94,114.42,531.88,0.09,0.0,0.0,0.0,10.08,0.01,312.08,4922.93,782.59,126.72,214.4,2941.56,0,0.0,0,34.4,92.4,153.71,0,0,0,274.9,0,0,0,450.64,-86.35000000000218,9829.300000000003,39
40,66.57,11179.5175,0.0,86.79,588.1,5.1,0.0,0.0,0.0,15.34,0.01,287.96,4879.11,822.98,17.64,259.52,2949.3,0,0.0,0,33.9,387.49,154.4,0,0,0,271.04,0,0,0,393.78,-57.75749999999971,10175.1975,40
41,74.33,11817.4225,0.0,420.84,608.67,0.0,0.0,0.0,0.0,20.58,0.01,282.19,4931.25,833.16,0.0,318.68,2965.85,0,0.0,0,32.42,789.55,12.03,0,0,0,273.96,0,0,0,285.59,-83.82250000000204,10943.2625,41
42,74.45,11840.315,0.0,0.0,1338.21,43.65,0.0,373.33,0.0,0.0,0.01,273.39,5012.77,846.32,0.0,334.46,2965.85,0,0.0,0,30.79,715.89,0.0,0,0,0,278.67,0,0,0,318.62,-55.03500000000167,10938.845,42
43,74.33,11524.0375,0.0,0.0,1598.92,77.82,0.0,822.56,0.0,0.0,0.01,287.03,5008.35,809.89,0.0,360.97,2965.34,0,0.0,0,31.32,594.13,0.0,0,0,0,276.3,0,0,0,235.84,-100.69750000000022,10693.5475,43
44,67.29,10913.472499999998,0.0,0.0,1395.58,67.15,0.0,1083.37,0.0,0.0,0.01,249.04,4850.11,802.61,0.0,369.03,2952.93,0,0.0,0,31.6,769.66,0.0,0,0,0,258.29,0,0,0,205.29,-45.5625,10169.252499999995,44
45,55.64,10421.66,3.0,0.0,1674.21,82.17,0.0,513.2,0.0,0.0,0.01,224.29,4259.84,764.98,0.0,375.62,2990.67,0,0.0,0,31.64,6.27,0.0,0,0,0,248.73,0,0,0,232.86,-46.590000000001965,9684.14,45
46,56.77,10582.7275,4.0,0.0,1961.05,113.06,0.0,848.96,0.0,0.0,0.01,185.35,4497.89,727.88,0.0,371.99,3018.76,0,0.0,0,30.78,0.0,0.0,0,0,0,249.0,0,0,0,246.1,-33.837499999999636,9871.4975,46
47,57.28,10602.8275,7.52,0.0,1870.19,100.29,0.0,851.43,0.0,0.0,0.01,148.15,4493.02,765.92,0.0,367.08,3041.99,0,0.0,0,29.58,4.18,0.0,0,0,0,246.4,0,0,0,323.3,-71.68750000000182,9855.397500000001,47
48,50.12,10018.795,296.3,0.0,2362.79,165.23,0.0,664.9,0.0,0.0,0.01,148.33,3533.86,777.99,0.0,368.34,3082.86,0,0.0,0,29.6,0.0,0.0,0,0,0,245.19,0,0,0,220.54,-45.274999999999636,9375.134999999998,48
49,46.45,9544.1975,801.96,0.0,2595.1,111.49,0.0,365.76,0.0,0.0,0.01,147.68,3015.31,729.62,0.0,369.3,3112.78,0,0.0,0,32.23,0.0,0.0,0,0,0,239.61,0,0,0,321.86,-36.94750000000204,8802.8175,49
50,46.12,9256.025,896.69,0.0,2343.05,56.99,0.0,145.65,0.0,0.0,0.01,124.97,2936.34,733.93,0.0,370.88,3140.77,0,0.0,0,34.87,0.0,0.0,0,0,0,240.55,0,0,0,232.35,-83.67499999999927,8623.285,50
51,44.0,8999.8625,888.22,228.12,1915.38,0.0,0.0,0.0,0.0,11.45,0.01,95.26,2838.98,754.04,0.0,371.75,3165.46,0,0.0,0,37.18,0.0,0.0,0,0,0,244.82,0,0,0,187.56,-60.99250000000029,8435.0425,51
52,43.88,9072.7825,979.54,353.87,1889.41,0.0,0.0,0.0,0.0,7.65,0.01,96.51,2921.81,730.2,0.0,369.91,3193.7,0,0.0,0,37.46,0.0,0.0,0,0,0,245.31,0,0,0,160.11,-61.69249999999738,8533.3925,52
53,45.92,9424.535,890.2,0.0,2377.58,85.83,0.0,178.89,0.0,0.0,0.01,80.32,3132.61,775.2,0.0,369.93,3220.3,0,0.0,0,34.93,0.0,0.0,0,0,0,237.0,0,0,0,132.65,-47.284999999999854,8939.635,53
54,52.96,10243.8875,389.92,0.0,2643.2,82.01,0.0,638.75,0.0,0.0,0.01,75.33,3559.93,804.71,0.0,369.04,3274.63,0,0.0,0,28.35,0.0,0.0,0,0,0,238.14,0,0,0,144.37,-52.85750000000189,9757.6975,54
55,60.22,10807.7175,3.67,0.0,2115.74,2.16,0.0,752.29,0.0,4.5,0.01,77.37,4371.87,823.53,0.0,367.75,3304.16,0,0.0,0,24.49,4.01,0.0,0,0,0,238.9,0,0,0,199.47,-38.73750000000109,10267.487500000001,55
56,65.65,11520.9825,0.5,0.0,2935.95,87.18,0.0,1328.43,0.0,0.0,0.01,87.98,4691.08,825.38,0.07,368.6,3342.88,0,0.0,0,27.23,0.0,0.0,0,0,0,248.17,0,0,0,166.25,-69.15250000000015,10991.282500000001,56
57,75.58,11760.595,0.52,0.0,2846.73,60.66,0.0,1059.12,0.0,0.0,0.05,101.66,4693.07,830.02,53.06,367.73,3385.68,0,0.0,0,29.74,0.0,0.0,0,0,0,242.82,0,0,0,165.07,-44.04500000000189,11168.245,57
58,77.03,11934.275,0.51,0.0,2636.07,39.22,0.0,813.61,0.0,0.0,0.04,113.31,4652.29,840.78,172.53,365.13,3428.96,0,0.0,0,30.88,0.0,0.0,0,0,0,244.29,0,0,0,161.08,-63.89500000000044,11212.185,58
59,71.59,12083.1025,0.5,0.0,2814.67,65.91,21.35,945.44,0.0,0.0,0.02,89.18,4583.84,851.21,300.02,365.49,3464.13,0,0.0,0,30.53,0.0,0.0,0,0,0,245.07,0,0,0,144.26,-53.402500000001965,11274.0425,59
60,69.83,12010.3275,0.0,0.0,2055.56,39.4,975.97,1381.87,0.0,0.0,0.0,69.15,4641.99,852.35,369.85,366.58,3482.96,0,0.0,0,28.88,100.45,0.0,0,0,0,240.54,0,0,0,113.27,-55.24749999999767,11188.637499999999,60
61,68.15,11924.4775,0.38,0.0,2334.98,53.88,24.23,696.27,0.0,0.0,0.01,74.79,4566.35,848.96,406.11,369.15,3481.24,0,0.0,0,29.76,2.43,0.0,0,0,0,239.02,0,0,0,137.16,-53.07750000000124,11037.637499999999,61
62,68.25,11781.89,0.51,0.0,1795.1,0.0,0.0,130.9,0.0,30.75,0.43,94.86,4611.39,838.95,296.09,367.16,3480.04,0,0.0,0,30.17,0.0,0.0,0,0,0,246.61,0,0,0,108.65,-75.45999999999913,11005.509999999998,62
63,68.19,11795.3975,0.38,438.79,1347.88,0.0,0.0,0.0,0.0,82.03,0.08,122.47,4658.03,849.67,156.87,370.34,3479.74,0,0.0,0,30.09,2.73,0.0,0,0,0,256.86,0,0,0,119.76,-44.657499999999345,11109.347499999998,63
64,69.4,11852.37,0.38,937.93,987.51,0.0,0.0,0.0,0.0,85.41,0.03,113.49,4686.35,862.86,22.64,364.97,3480.33,0,0.0,0,30.01,7.0,0.0,0,0,0,257.02,0,0,0,146.42,-41.659999999999854,11282.79,64
65,72.32,12373.9,0.0,901.88,1342.3,0.0,0.0,0.0,0.0,59.32,0.01,135.25,4670.56,847.32,0.0,368.35,3483.2,0,0.0,0,30.14,89.34,0.0,0,0,0,269.43,0,0,0,246.8,-48.659999999999854,11692.28,65
66,77.92,12352.555,0.0,0.0,2204.78,18.42,0.0,409.17,0.0,2.01,0.01,148.28,4747.27,803.56,0.0,367.31,3479.76,0,0.0,0,30.05,327.32,0.0,0,0,0,272.16,0,0,0,321.13,-43.70499999999993,11580.935000000001,66
67,71.34,11955.8525,0.0,0.0,2573.51,54.19,0.0,1090.55,0.0,0.0,0.01,170.35,4759.7,799.27,0.0,367.39,3479.09,0,0.0,0,29.89,185.2,0.0,0,0,0,273.66,0,0,0,298.94,-55.222499999998035,11183.0125,67
68,68.38,11409.95,0.13,0.0,2926.52,118.78,0.0,1895.32,0.0,0.0,0.01,121.48,4700.92,785.73,0.0,367.4,3478.91,0,0.0,0,30.02,119.93,0.0,0,0,0,272.48,0,0,0,321.98,-61.2599999999984,10663.990000000002,68
69,61.72,10868.405,0.13,0.0,2711.76,118.94,0.0,2057.46,0.0,0.0,0.01,133.59,4600.0,774.78,0.0,367.96,3482.15,0,0.0,0,30.81,43.21,0.0,0,0,0,246.31,0,0,0,388.45,-28.045000000000073,10069.245,69
70,56.6,11002.2375,0.26,0.0,3207.29,153.05,0.0,1857.5,0.0,0.0,0.01,161.4,4050.15,662.11,0.0,370.06,3478.73,0,0.0,0,31.93,38.59,0.0,0,0,0,240.97,0,0,0,407.22,-58.50749999999971,10160.7175,70
71,56.06,10952.7925,2.68,0.0,3066.56,143.99,0.0,1600.98,0.0,0.0,0.01,128.74,4035.83,692.39,0.0,372.78,3481.33,0,0.0,0,32.93,0.34,0.0,0,0,0,240.87,0,0,0,274.46,-86.24250000000029,10275.7925,71
72,53.44,10408.0875,0.89,0.0,2886.88,74.5,0.0,1737.37,0.0,0.0,0.01,113.16,3917.8,716.84,0.0,369.56,3456.15,0,0.0,0,30.59,112.6,0.0,0,0,0,242.36,0,0,0,156.19,-69.72749999999905,9865.787499999999,72
73,51.27,9963.697500000002,20.98,0.0,2677.52,24.11,0.0,1805.94,0.0,0.0,0.01,71.47,3883.17,791.72,0.0,371.69,3476.59,0,0.0,0,25.1,42.24,0.0,0,0,0,254.32,0,0,0,115.69,-57.00750000000335,9497.117500000002,73
74,50.0,9609.59,361.65,0.0,2922.0,49.96,0.0,1861.43,0.0,0.0,0.01,46.98,3738.15,778.49,0.0,374.38,3509.48,0,0.0,0,22.61,0.0,0.0,0,0,0,254.86,0,0,0,79.09,-56.68000000000029,9206.05,74
75,47.87,9411.95,417.69,0.0,2835.68,56.03,0.0,1832.98,0.0,0.0,0.01,56.61,3608.87,769.15,0.0,372.48,3533.25,0,0.0,0,22.41,0.0,0.0,0,0,0,254.91,0,0,0,138.32,-14.920000000001892,8939.7,75
76,47.0,9449.7375,510.86,0.0,2747.55,91.55,0.0,1854.46,0.0,0.0,0.01,83.09,3647.24,767.74,0.0,370.59,3564.41,0,0.0,0,26.33,0.0,0.0,0,0,0,257.31,0,0,0,219.94,-39.3174999999992,8863.0675,76
77,47.51,9746.87,189.48,0.0,2624.64,79.97,0.0,1891.19,0.0,0.0,0.01,99.41,3712.15,775.05,0.0,369.12,3593.61,0,0.0,0,31.91,0.0,0.0,0,0,0,256.0,0,0,0,230.85,-54.840000000001965,9128.7,77
78,59.54,10483.0175,116.76,0.0,2891.97,81.34,0.0,1893.73,0.0,0.0,0.01,116.31,4127.4,784.18,0.0,376.98,3612.79,0,0.0,0,30.57,0.0,0.0,0,0,0,260.51,0,0,0,157.35,-54.11750000000029,9918.2775,78
79,68.4,11122.755,44.41,0.0,3023.05,81.56,0.0,2222.86,0.0,0.0,0.01,116.85,4713.69,825.47,0.0,373.31,3615.82,0,0.0,0,24.9,70.87,0.0,0,0,0,274.28,0,0,0,222.83,-47.404999999998836,10483.894999999999,79
80,74.19,11776.8775,0.0,0.0,2958.0,58.43,0.0,2034.52,0.0,0.0,0.09,138.95,4809.66,844.91,0.12,370.71,3610.92,0,0.0,0,20.72,468.08,0.0,0,0,0,272.42,0,0,0,197.13,-61.43750000000182,11147.5375,80
81,81.91,11954.685,0.0,0.0,2627.18,40.61,0.0,1707.3,0.0,0.0,3.12,122.22,4775.52,840.85,55.85,369.1,3608.29,0,0.0,0,25.33,699.09,0.0,0,0,0,274.65,0,0,0,186.21,-40.20499999999811,11290.425000000001,81
82,83.56,12098.845,0.0,0.0,2413.13,18.92,0.0,1513.82,0.0,0.0,1.69,138.04,4738.16,840.91,163.28,368.34,3608.33,0,0.0,0,30.37,744.75,0.0,0,0,0,276.52,0,0,0,228.6,-45.00500000000102,11262.034999999996,82
83,82.33,12295.465,0.0,0.0,2564.33,53.89,0.0,1450.11,0.0,0.0,23.15,143.46,4802.74,862.19,223.51,362.7,3607.8,0,0.0,0,32.67,476.16,0.0,0,0,0,278.22,0,0,0,305.5,-55.55500000000211,11312.105000000001,83
84,79.38,12183.01,0.0,0.0,2727.34,46.68,0.0,756.74,0.0,0.0,996.66,207.79,4784.78,870.77,168.86,363.17,3610.01,0,0.0,0,34.82,514.09,0.0,0,0,0,275.5,0,0,0,290.3,-42.29999999999927,11205.74,84
85,78.45,12202.28,0.0,0.0,2053.77,31.11,0.0,1183.72,0.0,0.0,26.19,309.81,4840.67,877.55,115.42,366.75,3604.83,0,0.0,0,34.58,446.64,0.0,0,0,0,274.0,0,0,0,356.86,-100.19999999999891,11111.61,85
86,80.62,12055.0375,0.0,0.0,1840.02,9.15,0.0,1093.75,0.0,6.73,0.01,392.8,5170.06,877.31,74.26,370.73,3608.75,0,0.0,0,31.21,201.86,0.0,0,0,0,278.06,0,0,0,216.6,-84.71749999999884,11062.107500000002,86
87,80.39,12002.4275,0.0,0.0,1910.61,0.0,0.0,1108.53,0.0,19.02,0.01,400.81,5301.36,873.29,27.98,367.82,3610.12,0,0.0,0,21.74,61.27,0.0,0,0,0,277.66,0,0,0,228.52,-48.80750000000262,11045.7175,87
88,79.73,12085.855,0.0,0.0,1762.3,0.0,0.0,1098.9,0.0,17.62,0.01,390.29,5331.32,876.26,4.11,367.4,3612.14,0,0.0,0,14.21,226.18,0.0,0,0,0,281.9,0,0,0,323.08,-13.195000000001528,11072.265,88
89,86.94,12553.7975,0.0,0.0,1875.5,0.0,0.0,1062.28,0.0,26.08,0.01,402.12,5291.31,875.29,0.0,366.61,3630.78,0,0.0,0,15.56,503.47,0.0,0,0,0,279.2,0,0,0,338.83,-63.49749999999949,11518.0875,89
90,85.7,12438.05,0.0,0.0,2168.56,11.78,0.0,1455.34,0.0,0.0,0.01,358.52,5278.33,867.04,0.0,366.78,3642.31,0,0.0,0,23.64,426.33,0.0,0,0,0,288.94,0,0,0,419.85,-41.32000000000153,11347.099999999999,90
91,79.6,11857.5125,0.13,0.0,1927.61,17.74,0.0,1149.55,0.0,0.0,0.01,242.68,5130.75,854.82,0.0,368.61,3642.9,0,0.0,0,32.62,24.7,0.0,0,0,0,288.43,0,0,0,426.81,-49.532499999999345,10866.9725,91
92,60.4,11209.21,0.51,0.0,1689.72,23.83,0.0,1304.45,0.0,0.0,0.01,248.91,4969.24,802.31,0.0,368.95,3662.26,0,0.0,0,37.86,0.0,0.0,0,0,0,273.38,0,0,0,330.64,-107.08000000000175,10318.42,92
93,60.3,10624.28,0.53,0.0,1997.6,37.27,0.0,1695.39,0.0,0.0,0.01,254.76,4536.15,802.79,0.0,372.83,3668.82,0,0.0,0,33.72,0.0,0.0,0,0,0,259.94,0,0,0,323.49,-32.840000000001965,9752.37,93
94,60.3,10734.11,0.51,0.0,1880.29,7.1,0.0,1268.87,0.0,3.72,0.01,243.15,4327.03,780.97,0.0,369.81,3667.15,0,0.0,0,31.87,0.0,0.0,0,0,0,261.33,0,0,0,411.77,-26.75,9785.99,94
95,54.9,10721.6825,3.29,0.0,1954.48,14.07,0.0,1226.13,0.0,4.19,0.01,225.19,4128.66,784.11,0.0,369.49,3667.62,0,0.0,0,30.47,0.0,0.0,0,0,0,256.37,0,0,0,507.93,-16.912500000002183,9701.7225,95
96,59.3,10193.975,160.45,0.0,2152.82,0.62,0.0,1106.96,0.0,17.4,0.01,216.83,3280.78,782.86,0.0,370.19,3689.26,0,0.0,0,26.72,98.72,0.0,0,0,0,258.06,0,0,0,545.48,-56.455000000001746,9146.885000000002,96
97,57.17,9735.1525,156.42,0.0,2189.91,1.47,0.0,1137.8,0.0,11.21,0.01,278.75,2907.66,798.83,0.0,370.77,3700.57,0,0.0,0,24.15,32.84,0.0,0,0,0,260.85,0,0,0,412.11,-62.68249999999898,8759.2925,97
98,45.9,9360.1075,257.14,0.0,2314.77,13.54,0.0,1474.21,0.0,0.0,0.01,324.37,2866.25,810.11,0.0,368.01,3700.02,0,0.0,0,18.73,0.0,0.0,0,0,0,264.07,0,0,0,347.73,-63.86750000000029,8405.2075,98
99,49.05,9149.17,358.36,0.0,2124.01,1.11,0.0,1351.61,0.0,6.5,0.01,325.39,2961.21,767.73,0.0,368.05,3704.27,0,0.0,0,12.38,0.0,0.0,0,0,0,258.82,0,0,0,292.26,-50.42000000000007,8260.320000000002,99
100,51.0,8936.455000000002,572.24,0.0,2086.7,0.0,0.0,1232.92,0.0,27.31,0.01,303.31,2833.99,809.96,0.0,367.75,3702.85,0,0.0,0,12.79,0.0,0.0,0,0,0,256.65,0,0,0,401.62,6.684999999997672,7962.085000000002,100
101,51.0,8921.8025,754.12,0.0,2236.13,10.99,0.0,1397.71,0.0,4.25,0.01,324.18,2873.7,806.07,0.0,367.94,3714.15,0,0.0,0,14.79,0.0,0.0,0,0,0,258.88,0,0,0,432.61,-38.45250000000124,7891.3425,101
102,52.21,8992.075,689.62,0.0,2473.98,57.47,0.0,1740.11,0.0,0.0,0.01,357.16,2850.99,792.59,0.0,367.95,3731.33,0,0.0,0,18.73,0.0,0.0,0,0,0,265.2,0,0,0,491.39,-15.025000000003274,7859.595,102
103,48.09,9259.185,140.34,0.0,2259.14,11.14,0.0,1844.35,0.0,21.42,0.01,396.28,2853.35,777.79,0.0,366.56,3733.23,0,0.0,0,28.42,0.0,0.0,0,0,0,279.66,0,0,0,514.89,-44.845000000001164,8039.934999999999,103
