,Price,Demand,Demand_pump_storage,Imported_GR,Imported_MT,Imported_CH,Imported_FR,Imported_SI,Imported_AT,Exported_GR,Exported_MT,Exported_CH,Exported_FR,Exported_SI,Exported_AT,Wind Onshore,Fossil Gas,Other,Solar,Biomass,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Hydro Water Reservoir,Hydro Run-of-river and poundage,Hydro Pumped Storage,Fossil Oil,Other renewable,Fossil Coal-derived gas,Geothermal,Waste,Fossil Peat,Marine,Fossil Oil shale,Wind Offshore,Balance,Residual_Demand,hour
1,46.27,22850.0,72.0,0.0,0.0,1162.0,0.0,723.66,152.0,307.0,69.0,0.0,256.0,18.69,0.0,5088.0,7614.0,3092.0,0.0,501.0,0,0,2090.0,145.0,1708.0,0.0,8.0,0,775.0,673.0,41.0,0,0,0,0,199.97000000000116,16013.0,1
2,39.78,21600.0,138.0,0.0,0.0,931.0,0.0,697.4,144.0,224.0,55.0,0.0,505.0,45.45,0.0,5086.0,7090.0,2859.0,0.0,499.0,0,0,2177.0,164.0,1613.0,0.0,8.0,0,773.0,673.0,36.0,0,0,0,0,182.95000000000073,14865.0,2
3,27.87,20255.0,306.0,0.0,0.0,1303.0,0.0,643.36,173.0,219.0,50.0,0.0,167.0,3.32,0.0,5131.0,6032.0,2452.0,0.0,503.0,0,0,1827.0,126.0,1481.0,0.0,8.0,0,774.0,672.0,41.0,0,0,0,0,166.04000000000087,13602.0,3
4,22.0,19459.0,529.0,0.0,0.0,1225.0,0.0,619.43,162.0,219.0,51.0,0.0,298.0,0.0,0.0,5235.0,5795.0,2376.0,0.0,509.0,0,0,1714.0,124.0,1475.0,0.0,8.0,0,774.0,674.0,38.0,0,0,0,0,172.4300000000003,12711.0,4
5,20.0,19503.0,884.0,0.0,0.0,1338.0,0.0,685.18,166.0,226.0,62.0,0.0,338.0,0.0,0.0,4950.0,6175.0,2545.0,0.0,509.0,0,0,1712.0,116.0,1485.0,0.0,8.0,0,774.0,674.0,34.0,0,0,0,0,158.1800000000003,13034.0,5
6,20.9,20380.0,817.0,0.0,0.0,1856.0,0.0,905.46,173.0,181.0,77.0,0.0,88.0,0.0,0.0,4741.0,5995.0,2746.0,0.0,509.0,0,0,1717.0,134.0,1439.0,0.0,8.0,0,775.0,674.0,35.0,0,0,0,0,164.45999999999913,14165.0,6
7,26.54,20833.0,483.0,0.0,0.0,2180.0,183.0,1081.13,182.0,234.0,87.0,0.0,0.0,0.0,0.0,4418.0,5869.0,2468.0,44.0,507.0,0,0,1713.0,109.0,1570.0,0.0,8.0,0,774.0,673.0,37.0,0,0,0,0,179.13000000000102,14764.0,7
8,25.0,21199.0,878.0,0.0,0.0,2431.0,520.0,1002.89,160.0,328.0,97.0,0.0,0.0,0.0,0.0,4210.0,5174.0,2283.0,1052.0,519.0,0,0,1706.0,272.0,1877.0,0.0,8.0,0,775.0,672.0,33.0,0,0,0,0,192.88999999999942,14027.0,8
9,25.0,22341.0,1281.0,0.0,0.0,2623.0,898.0,820.56,160.0,389.0,112.0,0.0,0.0,0.0,0.0,3656.0,5209.0,2169.0,2840.0,513.0,0,0,1725.0,257.0,2030.0,0.0,8.0,0,774.0,673.0,34.0,0,0,0,0,266.5599999999977,13781.0,9
10,34.64,23695.0,930.0,0.0,0.0,2417.0,780.0,611.67,152.0,452.0,107.0,0.0,0.0,0.16,0.0,3262.0,5172.0,2108.0,4601.0,517.0,0,0,1777.0,259.0,2028.0,170.0,8.0,0,774.0,673.0,37.0,0,0,0,0,162.5099999999984,13767.0,10
11,41.03,24547.0,321.0,0.0,0.0,2129.0,609.0,608.87,148.0,504.0,101.0,0.0,0.0,20.38,0.0,3477.0,5134.0,2188.0,5270.0,522.0,0,0,1726.0,253.0,1771.0,244.0,8.0,0,769.0,673.0,34.0,0,0,0,0,70.48999999999796,13995.0,11
12,48.97,25172.0,262.0,0.0,0.0,1548.0,510.0,597.22,147.0,505.0,84.0,0.0,0.0,0.02,0.0,3892.0,5507.0,2459.0,5453.0,527.0,0,0,1739.0,149.0,1804.0,244.0,8.0,0,770.0,670.0,40.0,0,0,0,0,41.20000000000073,13983.0,12
13,41.06,23970.0,143.0,0.0,0.0,1317.0,184.0,718.8,169.0,505.0,76.0,0.0,0.0,0.0,0.0,3460.0,5802.0,2374.0,4925.0,529.0,0,0,1729.0,178.0,1726.0,198.0,8.0,0,768.0,669.0,40.0,0,0,0,0,100.79999999999927,13819.0,13
14,37.95,23088.0,537.0,0.0,0.0,2213.0,747.0,993.92,181.0,504.0,85.0,0.0,0.0,0.0,0.0,3213.0,5530.0,2234.0,3427.0,520.0,0,0,1819.0,150.0,1651.0,162.0,8.0,0,763.0,667.0,39.0,0,0,0,0,103.91999999999825,14758.0,14
15,53.59,23557.0,0.0,0.0,0.0,2819.0,888.0,788.57,174.0,412.0,108.0,0.0,0.0,0.0,0.0,3308.0,5941.0,2588.0,1788.0,524.0,0,0,1766.0,208.0,1723.0,341.0,8.0,0,761.0,668.0,36.0,0,0,0,0,252.5699999999997,16702.0,15
16,58.65,24975.0,0.0,0.0,0.0,2767.0,870.0,551.77,162.0,331.0,124.0,0.0,0.0,15.92,0.0,3468.0,7689.0,2853.0,225.0,517.0,0,0,1773.0,421.0,2603.0,232.0,19.0,0,761.0,669.0,37.0,0,0,0,0,171.85000000000218,18642.0,16
17,64.64,28519.0,0.0,35.0,0.0,2738.0,984.0,625.82,190.0,0.0,160.0,0.0,0.0,0.0,0.0,3078.0,8901.0,2989.0,1.0,524.0,0,0,1765.0,888.0,3637.0,976.0,58.0,0,766.0,671.0,36.0,0,0,0,0,183.8199999999997,21767.0,17
18,65.0,29748.0,1.0,96.0,0.0,2772.0,1218.0,552.57,175.0,0.0,171.0,0.0,0.0,0.0,0.0,3058.0,9253.0,3018.0,0.0,522.0,0,0,1767.0,675.0,4131.0,1310.0,67.0,0,777.0,673.0,37.0,0,0,0,0,181.5699999999997,22522.0,18
19,65.56,30466.0,1.0,114.0,0.0,2871.0,1099.0,699.31,188.0,0.0,174.0,0.0,0.0,0.0,0.0,3124.0,9440.0,3019.0,0.0,520.0,0,0,1754.0,906.0,4321.0,1215.0,67.0,0,771.0,671.0,39.0,0,0,0,0,177.3100000000013,22982.0,19
20,64.23,29874.0,1.0,87.0,0.0,2992.0,1042.0,765.33,178.0,0.0,162.0,0.0,0.0,0.0,0.0,3091.0,9757.0,2886.0,0.0,520.0,0,0,1804.0,1122.0,3217.0,1217.0,67.0,0,776.0,669.0,39.0,0,0,0,0,192.33000000000175,23527.0,20
21,61.72,28568.0,1.0,0.0,0.0,3027.0,1128.0,862.22,166.0,172.0,142.0,0.0,0.0,0.0,0.0,2923.0,10024.0,2877.0,0.0,506.0,0,0,1820.0,708.0,2627.0,863.0,67.0,0,778.0,669.0,39.0,0,0,0,0,201.22000000000116,22979.0,21
22,58.65,26561.0,1.0,0.0,0.0,2965.0,1012.0,768.65,148.0,284.0,117.0,0.0,0.0,9.87,0.0,2674.0,10282.0,2769.0,0.0,496.0,0,0,1768.0,458.0,2283.0,3.0,67.0,0,777.0,669.0,37.0,0,0,0,0,203.78000000000247,21567.0,22
23,54.91,23904.0,3.0,97.0,0.0,2522.0,605.0,887.05,159.0,0.0,96.0,0.0,0.0,0.0,0.0,2362.0,8930.0,2644.0,0.0,510.0,0,0,1751.0,189.0,1994.0,0.0,66.0,0,774.0,668.0,38.0,0,0,0,0,193.04999999999927,19510.0,23
24,53.11,21649.0,30.0,269.0,0.0,2423.0,674.0,999.54,163.0,0.0,73.0,0.0,0.0,0.0,0.0,2202.0,6995.0,2701.0,0.0,516.0,0,0,1753.0,122.0,1596.0,0.0,66.0,0,0.0,666.0,40.0,0,0,0,0,-566.4599999999991,17811.0,24
25,45.87,20077.0,270.0,271.0,0.0,2204.0,904.0,977.56,167.0,0.0,61.0,0.0,0.0,0.0,0.0,2255.0,6029.0,2490.0,0.0,517.0,0,0,1724.0,99.0,1425.0,0.0,67.0,0,0.0,667.0,38.0,0,0,0,0,-573.4400000000023,16359.0,25
26,39.15,19300.0,737.0,330.0,0.0,2228.0,1094.0,933.46,138.0,0.0,53.0,0.0,0.0,0.0,0.0,2412.0,5478.0,2407.0,0.0,521.0,0,0,1712.0,98.0,1368.0,0.0,67.0,0,0.0,666.0,41.0,0,0,0,0,-596.5400000000009,15479.0,26
27,36.0,18942.0,1425.0,302.0,0.0,2359.0,1234.0,1027.04,141.0,0.0,52.0,0.0,0.0,0.0,0.0,2719.0,5341.0,2281.0,0.0,522.0,0,0,1689.0,98.0,1340.0,0.0,67.0,0,0.0,666.0,37.0,0,0,0,0,-595.9599999999991,14846.0,27
28,39.0,19286.0,1808.0,110.0,0.0,2418.0,1241.0,1053.05,159.0,0.0,55.0,0.0,0.0,0.0,0.0,3179.0,5611.0,2302.0,0.0,521.0,0,0,1690.0,98.0,1391.0,0.0,67.0,0,0.0,666.0,36.0,0,0,0,0,-606.9500000000007,14680.0,28
29,39.0,20993.0,1853.0,0.0,0.0,2881.0,1428.0,1055.9,179.0,56.0,73.0,0.0,0.0,0.0,0.0,3248.0,6472.0,2572.0,0.0,518.0,0,0,1742.0,118.0,1392.0,0.0,66.0,0,0.0,667.0,38.0,0,0,0,0,-598.0999999999985,16315.0,29
30,53.1,24833.0,772.0,0.0,0.0,3643.0,1798.0,963.22,183.0,183.0,97.0,0.0,0.0,0.0,0.0,2904.0,8099.0,2999.0,0.0,519.0,0,0,1835.0,142.0,1429.0,0.0,67.0,0,0.0,667.0,38.0,0,0,0,0,-598.7799999999988,20462.0,30
31,65.41,29443.0,12.0,0.0,0.0,3529.0,1508.0,987.51,174.0,278.0,107.0,0.0,0.0,0.0,0.0,2654.0,10713.0,3391.0,53.0,503.0,0,0,2402.0,522.0,2046.0,0.0,66.0,0,0.0,667.0,37.0,0,0,0,0,-587.489999999998,24653.0,31
32,70.0,33463.0,1.0,0.0,0.0,3571.0,1350.0,1044.27,186.0,305.0,107.0,0.0,0.0,0.0,0.0,2131.0,11743.0,3452.0,739.0,503.0,0,0,2577.0,810.0,2797.0,1610.0,66.0,0,0.0,666.0,37.0,0,0,0,0,-593.7299999999959,27759.0,32
33,69.19,35891.0,1.0,0.0,0.0,3344.0,1442.0,995.09,163.0,285.0,136.0,0.0,0.0,0.0,0.0,1777.0,13043.0,3485.0,2284.0,505.0,0,0,2661.0,753.0,2987.0,1519.0,67.0,0,0.0,664.0,37.0,0,0,0,0,-586.9100000000035,28806.0,33
34,65.64,36056.0,1.0,0.0,0.0,3326.0,1613.0,910.16,146.0,307.0,144.0,0.0,0.0,0.0,0.0,1735.0,13377.0,3458.0,3273.0,492.0,0,0,2789.0,755.0,2814.0,453.0,69.0,0,0.0,665.0,37.0,0,0,0,0,-595.8399999999965,28197.0,34
35,64.0,36123.0,1.0,0.0,0.0,3232.0,1626.0,826.12,145.0,337.0,133.0,0.0,0.0,0.0,0.0,1718.0,13739.0,3387.0,3921.0,510.0,0,0,2779.0,700.0,2600.0,31.0,74.0,0,0.0,667.0,39.0,0,0,0,0,-599.8800000000047,27845.0,35
36,62.8,35866.0,2.0,0.0,0.0,2369.0,1230.0,565.25,142.0,333.0,140.0,0.0,0.0,0.0,0.0,2110.0,13927.0,3476.0,5048.0,514.0,0,0,2694.0,688.0,2190.0,0.0,67.0,0,0.0,667.0,41.0,0,0,0,0,-612.75,26477.0,36
37,58.65,35037.0,2.0,0.0,0.0,2709.0,1373.0,617.34,155.0,303.0,145.0,0.0,0.0,0.0,0.0,3380.0,12364.0,3167.0,5033.0,522.0,0,0,2477.0,331.0,1969.0,0.0,67.0,0,0.0,667.0,41.0,0,0,0,0,-614.6600000000035,24614.0,37
38,59.84,35263.0,2.0,0.0,0.0,3156.0,1626.0,811.49,186.0,389.0,134.0,0.0,0.0,0.0,0.0,4997.0,11538.0,3164.0,3738.0,522.0,0,0,2422.0,330.0,1913.0,0.0,67.0,0,0.0,659.0,39.0,0,0,0,0,-619.510000000002,24576.0,38
39,65.0,35690.0,1.0,0.0,0.0,3318.0,1749.0,955.68,186.0,390.0,137.0,0.0,0.0,0.0,0.0,5294.0,12393.0,3486.0,1500.0,521.0,0,0,2583.0,669.0,2193.0,1.0,83.0,0,0.0,661.0,40.0,0,0,0,0,-585.3199999999997,26663.0,39
40,66.63,37199.0,1.0,0.0,0.0,3103.0,1756.0,952.8,173.0,407.0,169.0,0.0,0.0,0.0,0.0,4874.0,14106.0,3618.0,171.0,519.0,0,0,2383.0,970.0,3004.0,725.0,131.0,0,0.0,661.0,39.0,0,0,0,0,-590.1999999999971,29111.0,40
41,72.69,40181.0,1.0,0.0,0.0,3373.0,1789.0,852.32,201.0,384.0,116.0,0.0,0.0,0.0,0.0,4165.0,15172.0,3644.0,0.0,525.0,0,0,2386.0,1213.0,4019.0,1945.0,109.0,0,0.0,661.0,40.0,0,0,0,0,-587.6800000000003,31957.0,41
42,73.0,40260.0,1.0,0.0,0.0,3430.0,1486.0,840.98,213.0,402.0,127.0,0.0,0.0,0.0,0.0,4365.0,15317.0,3602.0,0.0,520.0,0,0,2445.0,1277.0,4203.0,1739.0,67.0,0,0.0,661.0,37.0,0,0,0,0,-587.0200000000041,31655.0,42
43,73.56,39631.0,1.0,0.0,0.0,3607.0,1317.0,791.8,219.0,389.0,124.0,0.0,0.0,0.0,0.0,4711.0,14784.0,3511.0,0.0,517.0,0,0,2291.0,1229.0,3778.0,2003.0,67.0,0,0.0,673.0,37.0,0,0,0,0,-609.1999999999971,31105.0,43
44,66.63,37192.0,1.0,0.0,0.0,3519.0,1374.0,573.56,213.0,306.0,97.0,0.0,0.0,0.0,0.0,5079.0,14684.0,3467.0,0.0,501.0,0,0,2244.0,858.0,3116.0,553.0,67.0,0,0.0,675.0,40.0,0,0,0,0,-632.4400000000023,28957.0,44
45,61.29,34291.0,1.0,0.0,0.0,3195.0,1441.0,486.88,205.0,277.0,188.0,0.0,0.0,0.0,0.0,4975.0,13684.0,3366.0,1.0,515.0,0,0,2316.0,558.0,2480.0,131.0,65.0,0,0.0,675.0,39.0,0,0,0,0,-624.1199999999953,26796.0,45
46,58.65,30917.0,15.0,0.0,0.0,2938.0,1016.0,484.13,177.0,202.0,150.0,0.0,0.0,0.0,0.0,4908.0,11918.0,3145.0,1.0,508.0,0,0,2111.0,543.0,2176.0,0.0,8.0,0,0.0,674.0,40.0,0,0,0,0,-636.869999999999,23792.0,46
47,54.31,27492.0,194.0,0.0,0.0,2612.0,741.0,821.42,169.0,81.0,118.0,0.0,0.0,0.52,0.0,5276.0,9750.0,2781.0,1.0,490.0,0,0,1752.0,382.0,1760.0,0.0,8.0,0,0.0,674.0,42.0,0,0,0,0,-626.1000000000022,20413.0,47
48,47.03,24612.0,219.0,0.0,0.0,2092.0,413.0,859.65,154.0,184.0,84.0,0.0,0.0,49.94,0.0,5709.0,8309.0,0.0,0.0,510.0,0,0,1551.0,219.0,1525.0,0.0,21.0,0,0.0,674.0,40.0,0,0,0,0,-3072.2899999999972,17338.0,48
49,45.93,22665.0,469.0,0.0,0.0,1584.0,0.0,975.84,159.0,351.0,74.0,0.0,12.0,0.0,0.0,5544.0,8002.0,0.0,1.0,518.0,0,0,1462.0,264.0,1451.0,0.0,21.0,0,0.0,676.0,39.0,0,0,0,0,-2874.16,15630.0,49
50,45.91,21644.0,643.0,0.0,0.0,1542.0,0.0,1024.1,169.0,358.0,68.0,0.0,226.0,0.0,0.0,4954.0,7925.0,0.0,1.0,521.0,0,0,1458.0,331.0,1426.0,0.0,21.0,0,0.0,675.0,40.0,0,0,0,0,-2851.9000000000015,15223.0,50
51,44.0,21330.0,778.0,0.0,0.0,1379.0,0.0,852.59,156.0,341.0,66.0,0.0,90.0,0.0,0.0,4964.0,7908.0,0.0,0.0,509.0,0,0,1457.0,329.0,1357.0,0.0,21.0,0,0.0,676.0,41.0,0,0,0,0,-2955.41,14968.0,51
52,43.88,21693.0,775.0,0.0,0.0,1492.0,10.0,775.78,153.0,356.0,72.0,0.0,0.0,0.0,0.0,5075.0,7954.0,0.0,0.0,509.0,0,0,1455.0,332.0,1416.0,0.0,21.0,0,0.0,676.0,42.0,0,0,0,0,-2985.220000000001,15160.0,52
53,45.92,23063.0,744.0,0.0,0.0,1871.0,81.0,662.81,180.0,394.0,94.0,0.0,0.0,0.0,0.0,5142.0,8716.0,0.0,0.0,515.0,0,0,1474.0,368.0,1418.0,0.0,21.0,0,0.0,676.0,43.0,0,0,0,0,-3127.1899999999987,16460.0,53
54,55.1,27031.0,203.0,0.0,0.0,2719.0,825.0,715.53,171.0,437.0,150.0,0.0,0.0,7.79,0.0,5830.0,9691.0,0.0,0.0,516.0,0,0,1624.0,327.0,1427.0,0.0,21.0,0,0.0,676.0,39.0,0,0,0,0,-3247.260000000002,19735.0,54
55,66.58,31670.0,1.0,0.0,0.0,2681.0,825.0,826.45,163.0,468.0,181.0,0.0,0.0,0.0,0.0,5724.0,12132.0,0.0,13.0,515.0,0,0,2011.0,794.0,2144.0,23.0,21.0,0,0.0,676.0,38.0,0,0,0,0,-3733.5499999999993,23751.0,55
56,69.6,35959.0,1.0,0.0,0.0,3012.0,699.0,1025.88,178.0,479.0,170.0,0.0,0.0,0.0,0.0,5577.0,13001.0,0.0,871.0,516.0,0,0,2250.0,1113.0,3140.0,420.0,21.0,0,0.0,676.0,39.0,0,0,0,0,-4070.119999999999,26332.0,56
57,69.7,38376.0,27.0,0.0,0.0,2783.0,973.0,687.1,148.0,479.0,145.0,0.0,0.0,0.0,0.0,5465.0,13252.0,0.0,2972.0,516.0,0,0,2216.0,1158.0,3251.0,872.0,21.0,0,0.0,673.0,40.0,0,0,0,0,-3999.9000000000015,26648.0,57
58,69.19,38688.0,112.0,0.0,0.0,2562.0,1057.0,452.33,148.0,479.0,119.0,0.0,0.0,0.0,0.0,5957.0,13109.0,0.0,5060.0,481.0,0,0,2168.0,800.0,2868.0,100.0,21.0,0,0.0,673.0,41.0,0,0,0,0,-3900.6699999999983,24762.0,58
59,68.01,38210.0,168.0,0.0,0.0,2141.0,803.0,483.9,178.0,479.0,115.0,0.0,0.0,0.0,0.0,6084.0,13605.0,0.0,5804.0,503.0,0,0,2038.0,423.0,2166.0,25.0,21.0,0,0.0,672.0,42.0,0,0,0,0,-3983.0999999999985,24114.0,59
60,67.2,37043.0,193.0,0.0,0.0,1318.0,526.0,370.5,152.0,479.0,123.0,0.0,0.0,12.11,0.0,6168.0,14164.0,0.0,5616.0,516.0,0,0,2002.0,460.0,1873.0,3.0,21.0,0,0.0,673.0,42.0,0,0,0,0,-3945.6100000000006,23344.0,60
61,66.7,36485.0,245.0,0.0,0.0,1389.0,424.0,570.01,173.0,479.0,133.0,0.0,0.0,0.0,0.0,6092.0,14305.0,0.0,5266.0,519.0,0,0,1896.0,459.0,1752.0,0.0,21.0,0,0.0,673.0,41.0,0,0,0,0,-3761.989999999998,23334.0,61
62,67.0,37007.0,238.0,0.0,0.0,1889.0,1138.0,679.23,156.0,472.0,141.0,0.0,0.0,0.0,0.0,5965.0,14538.0,0.0,3922.0,521.0,0,0,2032.0,515.0,1969.0,0.0,21.0,0,0.0,672.0,40.0,0,0,0,0,-3800.770000000004,25111.0,62
63,68.01,37412.0,149.0,0.0,0.0,2298.0,1569.0,571.58,174.0,467.0,174.0,0.0,0.0,0.0,0.0,5864.0,15875.0,0.0,1728.0,520.0,0,0,2081.0,576.0,2132.0,25.0,21.0,0,0.0,672.0,41.0,0,0,0,0,-4054.4199999999983,27647.0,63
64,68.99,38950.0,84.0,0.0,0.0,2677.0,1763.0,587.75,172.0,467.0,181.0,0.0,0.0,0.0,0.0,5860.0,16875.0,0.0,212.0,516.0,0,0,2176.0,874.0,2960.0,79.0,29.0,0,0.0,674.0,38.0,0,0,0,0,-4189.25,29880.0,64
65,73.0,41930.0,19.0,0.0,0.0,2933.0,1538.0,658.79,175.0,313.0,129.0,0.0,0.0,0.0,0.0,5745.0,17414.0,0.0,1.0,520.0,0,0,2204.0,1027.0,4240.0,880.0,71.0,0,0.0,674.0,38.0,0,0,0,0,-4272.209999999999,31906.0,65
66,73.43,42047.0,1.0,0.0,0.0,2960.0,1114.0,737.86,178.0,257.0,149.0,0.0,0.0,0.0,0.0,5786.0,17230.0,0.0,0.0,519.0,0,0,2195.0,1244.0,4639.0,926.0,83.0,0,0.0,674.0,39.0,0,0,0,0,-4129.139999999999,31583.0,66
67,70.55,41387.0,1.0,0.0,0.0,2936.0,985.0,844.0,175.0,293.0,134.0,0.0,0.0,0.0,0.0,5638.0,17105.0,0.0,0.0,520.0,0,0,2182.0,1107.0,4511.0,675.0,85.0,0,0.0,675.0,40.0,0,0,0,0,-4337.0,31198.0,67
68,68.38,38781.0,1.0,0.0,0.0,3075.0,605.0,1054.19,187.0,283.0,112.0,0.0,0.0,0.0,0.0,5703.0,16573.0,0.0,0.0,523.0,0,0,2196.0,703.0,3070.0,292.0,101.0,0,0.0,674.0,39.0,0,0,0,0,-4381.809999999998,29969.0,68
69,61.72,35800.0,1.0,0.0,0.0,2984.0,866.0,885.72,163.0,183.0,128.0,0.0,0.0,0.0,0.0,5557.0,15006.0,0.0,0.0,527.0,0,0,2166.0,542.0,2362.0,94.0,137.0,0,0.0,674.0,41.0,0,0,0,0,-4107.279999999999,27840.0,69
70,59.84,32179.0,67.0,0.0,0.0,2837.0,595.0,1011.93,187.0,350.0,149.0,0.0,0.0,0.0,0.0,5616.0,12773.0,0.0,1.0,524.0,0,0,2065.0,287.0,2033.0,0.0,148.0,0,0.0,674.0,40.0,0,0,0,0,-3953.0699999999997,24489.0,70
71,58.65,28761.0,175.0,0.0,0.0,2179.0,309.0,809.63,170.0,281.0,116.0,0.0,0.0,0.0,0.0,5424.0,11492.0,0.0,1.0,506.0,0,0,1863.0,317.0,1649.0,0.0,81.0,0,0.0,675.0,39.0,0,0,0,0,-3818.369999999999,21648.0,71
72,55.52,25904.0,955.0,0.0,0.0,2194.0,375.0,1028.81,143.0,241.0,102.0,0.0,0.0,16.45,0.0,5332.0,9580.0,0.0,0.0,518.0,0,0,1732.0,387.0,1588.0,0.0,79.0,0,0.0,675.0,39.0,0,0,0,0,-3547.6399999999994,18945.0,72
73,52.91,24130.0,1633.0,0.0,0.0,2285.0,277.0,1234.16,168.0,208.0,85.0,0.0,0.0,0.0,0.0,4709.0,9163.0,0.0,1.0,523.0,0,0,1584.0,415.0,1533.0,0.0,79.0,0,0.0,676.0,38.0,0,0,0,0,-3370.84,17849.0,73
74,49.61,23199.0,1896.0,0.0,0.0,2440.0,399.0,1313.14,162.0,167.0,77.0,0.0,0.0,0.0,0.0,4172.0,9265.0,0.0,1.0,523.0,0,0,1487.0,127.0,1363.0,0.0,79.0,0,0.0,676.0,39.0,0,0,0,0,-3292.8600000000006,17624.0,74
75,47.41,22672.0,1758.0,0.0,0.0,2453.0,328.0,1232.19,167.0,235.0,73.0,0.0,0.0,0.0,0.0,4138.0,9038.0,0.0,0.0,511.0,0,0,1458.0,117.0,1350.0,0.0,79.0,0,0.0,677.0,38.0,0,0,0,0,-3151.8100000000013,17146.0,75
76,47.0,22867.0,2005.0,0.0,0.0,2611.0,536.0,1095.43,165.0,197.0,82.0,0.0,0.0,0.0,0.0,4432.0,8937.0,0.0,0.0,504.0,0,0,1477.0,134.0,1360.0,0.0,78.0,0,0.0,677.0,39.0,0,0,0,0,-3105.5699999999997,17036.0,76
77,52.99,24407.0,1731.0,0.0,0.0,2698.0,454.0,1007.1,164.0,304.0,98.0,0.0,0.0,0.07,0.0,4850.0,9613.0,0.0,0.0,507.0,0,0,1617.0,160.0,1423.0,0.0,78.0,0,0.0,676.0,37.0,0,0,0,0,-3255.970000000001,18097.0,77
78,64.82,27827.0,77.0,0.0,0.0,2159.0,667.0,602.53,157.0,370.0,147.0,0.0,0.0,24.66,0.0,4875.0,11284.0,0.0,0.0,506.0,0,0,1765.0,254.0,1694.0,133.0,78.0,0,0.0,677.0,39.0,0,0,0,0,-3555.130000000001,21219.0,78
79,73.93,32705.0,1.0,0.0,0.0,2404.0,604.0,503.69,167.0,464.0,184.0,0.0,0.0,0.0,0.0,4548.0,14532.0,0.0,33.0,506.0,0,0,1990.0,689.0,2284.0,475.0,79.0,0,0.0,676.0,40.0,0,0,0,0,-3823.3100000000013,25800.0,79
80,75.04,37396.0,1.0,0.0,0.0,2649.0,722.0,506.03,151.0,479.0,127.0,0.0,0.0,3.69,0.0,4434.0,16850.0,0.0,948.0,510.0,0,0,2024.0,1030.0,3005.0,259.0,92.0,0,0.0,673.0,37.0,0,0,0,0,-4116.6600000000035,28972.0,80
81,73.43,40207.0,1.0,0.0,0.0,3128.0,1153.0,547.59,155.0,479.0,119.0,0.0,0.0,0.0,0.0,4566.0,16866.0,0.0,2903.0,510.0,0,0,2023.0,981.0,2980.0,260.0,111.0,0,0.0,671.0,36.0,0,0,0,0,-3915.4100000000035,29722.0,81
82,71.58,40799.0,1.0,0.0,0.0,2559.0,1023.0,550.34,142.0,479.0,166.0,0.0,0.0,0.77,0.0,4663.0,16911.0,0.0,4740.0,507.0,0,0,2021.0,994.0,2738.0,102.0,146.0,0,0.0,671.0,36.0,0,0,0,0,-3642.4300000000003,28622.0,82
83,70.16,41002.0,2.0,0.0,0.0,2083.0,789.0,550.64,148.0,479.0,161.0,0.0,0.0,0.08,0.0,4788.0,16916.0,0.0,5949.0,501.0,0,0,2020.0,932.0,2621.0,18.0,121.0,0,0.0,672.0,37.0,0,0,0,0,-3498.4400000000023,27607.0,83
84,70.16,39262.0,65.0,0.0,0.0,884.0,468.0,562.78,159.0,479.0,157.0,0.0,0.0,76.05,0.0,4900.0,16541.0,0.0,5774.0,486.0,0,0,2163.0,823.0,2511.0,353.0,109.0,0,0.0,674.0,37.0,0,0,0,0,-3594.270000000004,26040.0,84
85,69.17,37802.0,86.0,0.0,0.0,1101.0,625.0,598.04,175.0,471.0,165.0,0.0,0.0,21.06,0.0,4999.0,16093.0,0.0,4907.0,487.0,0,0,2274.0,789.0,2271.0,51.0,81.0,0,0.0,675.0,39.0,0,0,0,0,-3380.019999999997,25586.0,85
86,69.15,38003.0,87.0,0.0,0.0,1747.0,1134.0,699.36,190.0,471.0,196.0,0.0,0.0,0.0,0.0,4748.0,16698.0,0.0,3447.0,490.0,0,0,2375.0,721.0,2323.0,0.0,136.0,0,0.0,670.0,37.0,0,0,0,0,-3341.6399999999994,27448.0,86
87,68.4,38286.0,81.0,0.0,0.0,2734.0,1534.0,586.9,180.0,471.0,139.0,0.0,0.0,0.0,0.0,4252.0,17517.0,0.0,1702.0,478.0,0,0,2425.0,747.0,2325.0,90.0,140.0,0,0.0,670.0,37.0,0,0,0,0,-3559.0999999999985,29970.0,87
88,73.22,39711.0,1.0,0.0,0.0,2963.0,1544.0,444.72,176.0,471.0,133.0,0.0,0.0,0.0,0.0,4060.0,18356.0,0.0,190.0,458.0,0,0,2544.0,1156.0,3297.0,339.0,131.0,0,0.0,670.0,37.0,0,0,0,0,-3950.279999999999,32127.0,88
89,75.0,42706.0,1.0,0.0,0.0,3096.0,1566.0,319.98,166.0,477.0,76.0,0.0,0.0,0.0,0.0,4058.0,18572.0,0.0,0.0,471.0,0,0,2722.0,1363.0,4697.0,1240.0,128.0,0,0.0,670.0,36.0,0,0,0,0,-4155.020000000004,33915.0,89
90,77.23,42762.0,0.0,0.0,0.0,2517.0,1101.0,310.72,160.0,477.0,101.0,0.0,0.0,0.0,0.0,3995.0,18739.0,0.0,0.0,468.0,0,0,2623.0,1467.0,5001.0,1823.0,126.0,0,0.0,670.0,38.0,0,0,0,0,-4301.279999999999,33728.0,90
